,GWL,BL,RECHTSWERT,HOCHWERT,eusr5000,aet,def,pdsi,pet,ro,soil,srad,swe,tmmx,tmmn,vap,NDVI,stream_dist,DHM,Slope,TWI
0,141.31870684057748,133.3800035785867,420866.1248082292,5376787.963898692,135.65844252461528,517.025,118.24166666666666,-141.275,638.6833333333333,20.841666666666665,512.6416666666667,1322.9166666666667,2.375,158.575,67.96666666666667,1042.2583333333334,6831,282.8427,141,1.0292438,4.6051702
1,144.71844811905987,133.3800035785867,416098.0243738133,5369590.823965066,135.65844252461528,504.45,132.25,-149.275,640.125,17.025,497.65,1328.1916666666666,2.05,158.15,68.19166666666666,1040.9,8285,1979.899,152,3.7905324,4.4846926
2,94.30647910143873,133.3800035785867,474573.8758698914,5494518.170029191,135.65844252461528,473.18333333333334,168.45,-192.64166666666668,645.15,13.258333333333333,564.6166666666667,1262.225,2.2583333333333333,159.09166666666667,67.525,1006.3333333333334,6674,1615.5494,97,2.477469,4.302437
3,98.75930168634856,133.3800035785867,467496.6605183676,5459209.1795088565,121.96854653035506,463.7583333333333,177.94166666666666,-184.8,644.8916666666667,13.65,501.19166666666666,1290.6,2.1333333333333333,160.05,69.76666666666667,1025.675,8040,1414.2136,113,1.3807567,3.7192483
4,190.88460187971253,133.3800035785867,396884.6250826255,5317011.684004876,121.96854653035506,509.10833333333335,149.26666666666668,-88.55,661.5083333333333,24.458333333333332,416.825,1358.8916666666667,2.325,159.95,72.13333333333334,1035.7,7448,223.6068,192,6.3689046,3.0470254
5,132.6490457948209,133.3800035785867,413599.0490190049,5384015.098998292,121.96854653035506,500.1666666666667,152.76666666666668,-165.01666666666668,656.1416666666667,12.783333333333333,486.7083333333333,1321.3833333333334,1.6083333333333334,160.55,70.55833333333334,1039.9916666666666,6725,282.8427,136,1.0292438,5.4983687
6,175.79662808417996,133.3800035785867,408473.00912503566,5335870.22083529,135.65844252461528,526.3416666666667,107.96666666666667,-110.575,637.8,27.583333333333332,479.15833333333336,1340.0833333333333,2.7083333333333335,156.375,68.16666666666667,1034.4833333333333,6516,447.2136,178,1.3018179,7.901437
7,191.4132059748428,133.3800035785867,410594.1628753449,5328009.314254246,135.65844252461528,523.9583333333334,112.68333333333334,-111.59166666666667,640.0333333333333,25.1,443.53333333333336,1344.65,2.4916666666666667,156.83333333333334,68.89166666666667,1033.4916666666666,8590,921.95447,201,1.8407319,3.3936772
8,227.3663587778181,133.3800035785867,400664.156729017,5305133.430869857,135.65844252461528,492.8,148.775,-92.68333333333334,645.325,16.725,371.65,1355.6916666666666,2.183333333333333,156.45833333333334,69.50833333333334,1025.275,5680,1581.1388,230,1.455414,9.360174
9,124.81680058819036,133.3800035785867,424734.6084292113,5394380.990256567,121.96854653035506,498.175,123.625,-152.84166666666667,625.1916666666667,19.433333333333334,481.925,1320.6833333333334,2.25,156.7,65.36666666666666,1045.825,6272,500.0,126,1.0292438,4.1796865
10,206.6074507633968,133.3800035785867,414846.49105135264,5327902.350898865,135.65844252461528,523.6333333333333,104.525,-112.39166666666667,631.7916666666666,24.858333333333334,442.625,1340.9916666666666,2.6416666666666666,155.41666666666666,67.25,1028.9416666666666,5950,282.8427,208,1.3018179,6.3883014
11,116.21083021002303,133.3800035785867,438272.2131684474,5405387.619768073,135.65844252461528,510.7916666666667,127.16666666666667,-129.30833333333334,641.2333333333333,23.525,470.7916666666667,1318.975,2.5416666666666665,159.96666666666667,67.95,1042.1,8353,1220.6555,126,0.0,5.5167823
12,127.15698123666012,133.3800035785867,427338.5659881,5393951.1623173,121.96854653035506,503.6166666666667,121.46666666666667,-146.425,628.6916666666667,21.816666666666666,479.35833333333335,1320.2166666666667,2.725,157.175,65.83333333333333,1044.6833333333334,8600,316.22775,132,2.3004699,4.6294775
13,99.94003850380103,133.3800035785867,450676.29932884144,5434735.963786651,121.96854653035506,462.9166666666667,180.5,-172.38333333333333,646.425,15.141666666666667,441.775,1306.7416666666666,2.125,161.40833333333333,69.7,1036.525,7321,300.0,103,3.9269974,2.942067
14,109.36959821045112,133.3800035785867,442989.3419737888,5416505.196982069,121.96854653035506,490.5833333333333,136.93333333333334,-142.45833333333334,630.875,22.108333333333334,466.53333333333336,1319.0916666666667,2.7666666666666666,158.36666666666667,66.09166666666667,1042.7,8441,447.2136,117,1.6593204,2.964073
15,92.51950842886303,133.3800035785867,460979.25933100015,5463727.414929437,121.96854653035506,462.1666666666667,185.55,-184.5,650.75,11.716666666666667,479.64166666666665,1286.6416666666667,1.8333333333333333,161.54166666666666,70.98333333333333,1028.3416666666667,5688,721.1102,97,1.8407319,3.8967519
16,100.99718518928351,133.3800035785867,452003.7743824261,5434946.87706639,121.96854653035506,464.2,179.425,-173.04166666666666,646.675,15.008333333333333,448.95,1307.8416666666667,2.091666666666667,161.74166666666667,70.15,1037.8,4876,1334.1664,111,8.178827,3.256983
17,92.81093185420758,133.3800035785867,469560.873046924,5482608.909670359,92.38207357485751,467.9166666666667,181.36666666666667,-191.6,652.2333333333333,9.383333333333333,507.65833333333336,1266.8833333333334,1.6,161.375,70.99166666666666,1012.1833333333333,5193,1702.9386,102,2.9089522,3.971835
18,108.82575046720376,133.3800035785867,465553.4144301702,5438269.530435119,135.65844252461528,469.78333333333336,167.40833333333333,-181.71666666666667,640.5083333333333,15.808333333333334,492.8333333333333,1300.1166666666666,2.3583333333333334,160.05833333333334,68.825,1028.2083333333333,5205,781.02496,113,1.3018179,4.442391
19,96.7281568197341,133.3800035785867,476282.176878361,5475494.673754571,92.38207357485751,506.56666666666666,139.95833333333334,-187.18333333333334,650.225,19.85,591.05,1272.8,2.825,156.54166666666666,66.88333333333334,988.5166666666667,5328,707.1068,110,1.0292438,4.1796865
20,98.13828544078255,133.3800035785867,477055.8638660921,5469075.2134021055,92.38207357485751,499.94166666666666,153.65833333333333,-182.80833333333334,656.65,16.95,564.9416666666667,1272.5916666666667,2.2,160.65833333333333,70.61666666666666,1004.3083333333333,4903,860.23254,111,0.0,9.764564
21,207.04644315433,133.3800035785867,412556.3958494833,5323443.099010683,135.65844252461528,526.5416666666666,120.875,-110.81666666666666,650.7666666666667,22.458333333333332,422.7416666666667,1347.25,2.0,158.89166666666668,70.925,1032.075,8568,761.57733,219,2.057824,3.9363303
22,149.16516660263522,133.3800035785867,408735.9559764353,5361113.195316383,121.96854653035506,504.7083333333333,138.00833333333333,-135.76666666666668,646.025,16.675,485.7416666666667,1332.6333333333334,1.9416666666666667,158.45833333333334,69.13333333333334,1039.3083333333334,6270,200.0,148,0.46033144,4.442391
23,176.84750902163873,133.3800035785867,408336.0601612791,5334627.7111092135,135.65844252461528,526.775,115.56666666666666,-104.55833333333334,645.6916666666667,26.95,461.39166666666665,1343.35,2.475,157.96666666666667,69.625,1036.9916666666666,8164,200.0,179,6.434017,2.8380241
24,246.480791899924,133.3800035785867,402439.4475911626,5305371.336544636,135.65844252461528,492.8,148.775,-92.68333333333334,645.325,16.725,371.65,1355.6916666666666,2.183333333333333,156.45833333333334,69.50833333333334,1025.275,6184,400.0,246,0.650993,3.7192483
