Nitrat;huek_250_he;buek_200_bodtyp;clc5_2018;gk_1000;humus_1000;hyraum_tr;Thuenen_2019;mundialis;NDVI
17.19;267;42;12;24;5;3101;555;20;6949
51.6625;267;17;12;24;5;3101;999;20;6194
3.306;1068;3;17;752;7;10101;888;10;7616
61.54;537;28;18;602;7;6203;888;10;8176
3.5;505;28;17;579;7;6402;888;10;8404
13.35;267;32;2;24;5;3101;888;40;5085
3.1;1068;2;17;752;8;10101;888;10;7521
4.175;1065;2;17;834;8;10101;555;20;7765
13.74444444;548;32;2;610;5;6201;888;40;5892
25.53;530;32;16;603;5;6203;888;40;8333
20;508;14;12;585;7;6302;10;20;6244
63.12222222;544;32;15;603;7;6203;10;20;7857
33.83888889;286;14;2;305;8;4104;888;20;6997
24.24285714;495;32;3;579;12;6402;888;10;7106
30.26;267;14;12;520;5;3103;31;60;6085
44.02580645;530;28;15;602;5;6203;10;20;7282
16.975;537;28;15;604;12;6203;555;20;8188
52.40555556;290;14;15;223;7;4101;10;20;7282
9.575;515;2;14;595;12;6301;555;20;7690
15.33333333;267;14;12;85;5;3101;999;40;5501
12.02222222;530;14;3;603;12;6203;888;20;6336
31.43846154;530;28;16;602;7;6203;888;10;7860
27.8;464;17;1;583;12;6302;888;40;4851
41.6;571;28;15;579;7;6402;888;10;8354
18.74;321;14;12;113;5;4104;888;20;6709
8.67;324;2;12;223;8;4104;555;20;6946
21.42222222;263;14;2;85;12;3101;888;40;3688
27.875;469;32;15;602;7;6203;10;20;7800
28.05454545;299;14;18;98;8;4101;888;10;7849
49.26666667;290;14;2;98;8;4101;888;20;7371
25.09;299;17;16;514;8;4101;888;10;8188
40.7;256;15;12;94;5;3103;555;20;6533
2.657894737;1068;2;17;752;8;10101;888;10;8303
17.15;537;32;15;603;7;6203;888;10;6799
20.68;568;28;15;579;7;4101;10;20;7333
36.98333333;524;14;12;603;7;6301;50;60;6616
24.46666667;314;32;16;24;8;4104;888;20;7032
8.733333333;505;17;3;583;5;6302;888;50;4023
19.72;267;42;3;24;5;3101;888;40;4045
33;524;15;12;598;5;6301;31;20;7008
10.18333333;568;28;12;514;7;6402;555;20;8178
0.5;508;32;3;585;12;6302;888;40;4114
0.45;469;5;2;583;5;6302;888;50;5159
27.3;537;28;16;602;5;6203;888;20;7914
20.12222222;467;2;3;612;7;6201;888;40;3687
20.125;321;5;15;113;5;4104;42;60;6795
35.41764706;548;5;15;610;5;6201;555;20;6582
20.625;321;42;14;24;12;4104;160;20;7734
67.1875;521;15;12;94;5;6301;31;60;5550
35.04;544;17;15;604;7;6203;888;20;7405
6.85;467;2;3;612;7;6201;888;40;4154
16.44;469;32;3;24;12;6302;888;20;4807
15.26923077;321;12;15;98;3;4101;555;20;7027
12.61111111;515;2;3;596;5;6301;888;40;7235
6.7;567;28;16;579;7;6402;888;20;8296
25.8375;537;32;16;603;5;6203;888;10;7826
17.8;321;32;15;24;7;4104;888;60;7467
40.45;267;42;2;85;5;3101;888;40;4598
67.725;267;14;12;85;5;3101;160;20;6072
0.6;263;5;16;24;8;3101;888;20;8689
45.1;537;28;17;602;7;6203;888;10;7812
30.36;544;28;2;604;5;6203;888;40;6413
5;568;28;16;514;7;4101;888;10;8502
36.78235294;544;32;15;604;7;6203;10;20;7672
16;513;2;15;595;5;6301;888;20;7166
53.91428571;267;14;12;24;5;3101;10;60;5940
0.577777778;263;12;16;33;7;3101;888;20;8091
36.06666667;537;28;21;602;7;6203;888;20;7463
22.8125;519;15;3;591;12;6301;888;40;4251
5.5;321;14;16;113;7;4104;888;10;7194
10.24;321;32;15;24;7;4104;555;20;7710
63.15;321;14;14;113;12;4104;160;60;7344
19.57142857;548;32;15;610;7;6203;10;20;6477
14.925;267;5;16;85;8;3101;888;10;8754
18.25;530;32;3;603;12;6203;888;40;4102
15.45;469;32;15;596;5;6301;555;20;7727
1.533333333;505;2;16;579;7;6302;888;10;8643
34.625;263;14;2;615;7;3101;888;40;3702
8.8;519;2;14;596;7;6301;555;10;8523
15.04444444;567;17;2;579;7;6402;888;10;6708
24.63333333;517;5;2;596;5;6301;888;40;7262
53.6125;263;32;15;24;12;3101;888;40;5776
39.575;537;32;2;602;7;6203;888;10;6871
55.8;557;16;16;612;5;6201;888;60;7051
22.94;321;5;3;237;12;4104;888;40;3223
34.23333333;321;14;12;113;8;4104;10;50;7284
26.45;299;14;17;317;8;4104;888;10;8224
34.075;537;28;18;602;5;6203;555;20;7053
34.2375;521;2;2;597;7;6301;888;20;6938
24.43333333;324;2;3;579;5;4104;888;40;5242
2.0375;1065;2;17;834;8;10101;888;10;8105
15.06666667;469;32;3;999;11;6203;888;40;6346
74.53333333;524;15;12;94;5;6301;41;60;6089
15.86;321;32;2;24;5;4104;888;40;5231
1.825;530;2;3;598;5;6301;888;40;4612
24.14210526;290;14;2;98;8;4101;888;40;7227
42.58888889;263;14;12;85;5;3101;41;60;5119
31.82580645;263;2;15;65;5;3101;888;20;6067
5.1;505;17;2;583;7;6402;888;40;6945
27.16;324;2;2;24;7;4104;888;40;5077
5.416666667;505;2;15;583;7;6302;10;20;7954
21.98181818;516;2;15;596;5;6301;555;20;7879
17.7;267;32;3;94;12;3101;888;40;4065
53.7125;521;32;12;94;5;6301;10;20;6610
22.90833333;464;17;2;585;7;6302;888;40;5681
0.94;321;5;3;223;5;4104;888;40;4374
20.2;321;32;1;24;5;4104;888;40;4504
17.825;289;5;3;98;12;4101;888;40;4593
2.585714286;559;3;17;612;7;6202;888;10;7804
34.765;524;17;15;598;5;6301;10;20;6681
17.26666667;544;32;3;607;7;6203;888;40;4706
2.114285714;508;17;2;585;7;6302;888;20;6254
29.725;530;5;12;598;5;6301;80;20;6674
16.8875;263;5;15;24;7;3101;888;60;5583
2.633333333;559;3;17;615;7;6202;888;10;8446
27.4;537;32;16;603;7;6203;888;10;8494
19.68;521;2;2;597;5;6301;888;40;6516
6.677777778;324;2;2;24;8;4104;888;40;5985
12.2;519;14;12;596;5;6301;888;20;6587
19.85;521;22;3;597;13;6301;888;20;3827
6.1;469;22;1;24;12;6301;888;40;4028
2.25;321;2;7;98;8;4104;888;40;2443
11.4;508;2;15;585;7;6302;10;20;7567
4.3;321;14;15;24;12;4104;10;20;8161
9.166666667;263;14;3;85;7;3101;888;40;6214
7.233333333;263;2;2;85;5;3101;888;20;4487
20.75;505;28;15;579;7;6402;555;10;8115
13.6;321;14;3;113;7;4104;888;40;4373
29.11;321;32;3;24;7;4104;888;40;5508
49.53333333;321;14;12;237;7;4104;91;60;6394
24.2625;321;5;2;24;12;4104;555;10;5548
15.08;508;14;12;585;7;6302;888;20;6924
27.5;267;14;12;24;5;3101;41;60;6605
1.1;263;2;1;85;5;3101;888;40;4950
17.24285714;530;17;3;603;5;6203;888;40;4725
51.26;548;4;12;610;7;6201;10;20;6046
26.12;321;14;3;113;7;4104;888;20;4128
25.72;311;32;3;24;7;4104;888;40;4614
33.94117647;548;5;2;610;5;6201;888;20;5917
10.7;321;5;3;113;5;4104;888;40;5678
25.32857143;482;15;12;512;5;6402;888;40;6739
11.84;469;32;15;607;7;6203;555;20;5647
14.325;321;2;15;98;8;4104;10;20;7799
0.95;321;32;3;33;5;4104;888;40;3617
1.7;267;5;3;24;5;3101;888;40;6670
15.66666667;469;17;1;583;12;6302;888;40;4425
38.02;465;2;3;612;7;6201;888;40;4420
23.3;321;14;4;113;5;4104;888;40;4128
0.5;524;32;3;597;5;6301;888;40;5690
36.13;299;14;12;516;7;4104;42;60;7058
22.34285714;515;5;12;596;7;6301;999;20;6813
23.63888889;530;28;7;598;5;6203;888;40;6503
0.5;321;2;15;33;8;4104;10;20;7977
8;321;2;15;24;12;4104;888;20;7311
14.4;267;32;3;24;7;3101;888;40;4596
16.75;267;5;3;24;12;3101;888;40;4686
16.6;321;14;12;113;5;6302;34;20;6648
42.97;465;2;3;612;11;6201;888;40;3376
2.333333333;1065;2;16;834;8;10101;888;10;8480
53.6;263;2;16;65;12;3101;888;10;7446
57.5875;263;14;2;612;12;3101;888;40;3837
21.55;519;17;15;596;5;6301;888;10;6981
33.525;469;32;3;94;5;6203;888;40;4316
0.366666667;524;32;3;597;7;6301;888;40;4208
49.28888889;544;15;12;607;5;6201;888;40;4767
30.6375;480;14;2;94;5;6501;888;20;6007
30.3;469;32;3;94;5;6203;888;40;4316
16.3;515;2;2;596;7;6301;888;40;7441
40.95555556;324;14;15;223;7;4104;10;20;7605
25.525;321;2;15;98;8;4104;10;20;7447
46.95;515;2;12;596;7;6301;555;20;7447
31.75555556;535;32;3;603;7;6203;888;40;7114
4.933333333;1065;2;15;834;7;10101;10;20;8073
30.2875;524;15;12;598;5;6301;999;40;5720
46.72;521;22;3;597;13;6301;888;40;2585
28.52222222;530;28;16;603;5;6203;888;20;6373
29.6;521;17;12;94;5;6301;31;60;6418
41.20625;524;15;12;94;5;6301;34;20;6238
64.72222222;521;22;1;24;12;6301;888;40;3150
58.8;521;15;2;94;5;6301;888;40;4721
2.911111111;263;5;21;24;8;3101;888;20;6231
16.76666667;508;2;2;585;7;6302;888;40;4842
23.88;469;17;2;24;7;6302;888;40;4898
15.825;516;2;15;596;7;6301;10;20;7608
32.3125;505;17;2;583;5;3101;888;20;6318
26.2;267;14;12;24;5;3101;999;60;6503
68.6;521;17;12;94;5;6301;888;40;6479
16.42;469;32;11;602;7;6203;888;20;6776
12.98571429;469;14;12;603;5;6203;41;60;5705
25.74;303;32;1;24;12;6302;888;40;4082
18.175;290;2;17;98;8;4101;888;10;8241
54.55;515;2;12;596;7;6301;888;10;7761
3.15;1068;2;19;747;8;10101;888;10;8114
4.68;267;5;15;85;8;3101;888;20;7720
41.47142857;524;14;11;94;5;6301;888;20;6527
30.525;537;32;2;604;7;6203;888;20;6768
0.42;469;32;3;762;7;10101;888;40;4227
1.6;263;5;2;24;5;3101;888;60;5621
8.5;559;2;16;615;7;6201;888;10;8723
3.36;524;2;3;598;5;6301;888;40;5382
18.05555556;567;28;16;579;7;6402;555;10;8727
25.5;544;28;12;603;5;6203;34;20;5941
16.8;324;15;3;515;12;4103;888;40;5629
5.72;1068;2;15;752;7;10101;10;20;7647
0.7125;263;32;3;24;12;3101;888;20;4230
46.16666667;521;32;15;597;5;6301;999;20;6440
10.24;1068;2;17;762;8;10101;888;10;8094
30.75555556;524;32;2;598;5;6301;888;40;6483
52.17;521;32;15;597;5;6301;999;20;6440
19.26666667;530;32;3;603;5;6203;888;20;5530
37.85384615;321;12;15;33;3;4104;10;20;7499
58.725;515;2;15;596;7;6301;555;20;7721
46.86666667;267;14;15;33;7;3101;888;20;6631
36.03333333;263;15;14;24;12;3101;999;60;6323
41.3;524;14;12;598;5;6301;31;60;6586
23.51111111;548;32;16;607;7;6203;555;20;7464
35.3375;521;15;3;597;5;6301;888;40;5287
9.3;508;2;2;585;12;6302;888;20;5982
15.56;469;5;15;24;7;6301;888;20;7931
33.33333333;321;14;12;113;12;4104;160;20;6676
4.725;321;5;2;24;12;4101;10;60;7479
5.44;263;32;2;24;8;3101;888;40;6647
48.7;524;2;12;598;5;6301;80;20;6451
17.2875;530;15;11;603;7;6203;888;20;6719
11.2375;515;2;15;596;7;6301;10;60;8078
4.816666667;285;42;15;24;12;4104;10;20;7701
0.5;263;14;11;24;12;3101;888;20;5835
0.5625;508;2;3;585;12;6302;888;50;4701
60.58;469;32;2;24;5;6302;888;40;4994
0.875862069;480;14;12;94;5;6501;888;40;6784
14.675;321;5;3;602;7;6203;888;40;4524
11.7;508;15;12;94;5;6302;80;60;6214
23.83;321;14;12;113;5;4104;160;20;6078
11.47777778;1065;2;14;762;8;10101;160;20;7153
5.09375;559;2;16;615;7;6202;888;10;8495
38.53333333;321;32;12;113;5;4104;888;40;6652
37.92;321;32;15;85;0;10101;31;60;5752
38.41428571;265;14;1;807;8;3101;888;40;4478
20;515;2;15;596;7;6301;10;20;8190
21.98333333;321;32;12;24;5;4104;555;20;7329
17.8;537;28;3;603;7;6203;888;40;5588
0.46;321;32;15;24;5;4104;888;20;6353
17.52;469;32;3;579;12;6402;888;40;3778
8.24;323;2;2;98;8;4104;888;40;7035
12.025;517;34;3;596;7;6301;888;40;7146
23.67777778;495;28;16;579;7;6402;888;10;8506
12.64;524;34;12;603;5;6301;50;20;6401
12.62857143;469;32;3;579;12;6402;888;40;4593
23.575;530;32;11;94;12;6203;888;20;7567
4.777777778;517;34;3;596;7;6301;888;40;5144
26.03333333;256;29;13;526;12;3103;110;20;7389
23.66;267;14;12;24;5;3101;92;60;6497
13.9;537;28;18;602;5;6203;888;10;7892
28.46153846;530;32;15;603;5;6203;555;10;7897
20.97692308;524;15;3;94;12;6301;888;40;3993
24.96;524;2;12;602;7;6203;555;20;6866
11.15;519;2;2;597;7;6301;888;20;6712
25.42222222;267;42;2;85;5;3101;888;50;6441
27.365;263;14;16;65;7;3101;888;10;8413
34.63333333;530;28;16;602;7;6203;888;20;7254
32.38;263;14;2;85;7;3101;888;40;7506
8.0625;559;2;16;615;7;6201;888;20;8456
47.66;1065;2;13;834;12;10101;110;20;7290
18.72;464;2;1;444;5;6301;888;40;4588
8.2;576;5;3;583;7;6302;888;40;4227
24.98;321;14;15;113;5;4104;888;20;6581
30.1;267;15;1;94;5;3101;888;40;4821
21.975;517;34;15;596;5;6301;10;20;7812
0.5;263;5;10;24;12;3101;888;10;5742
0.44;467;32;3;24;7;6203;888;40;4965
1.9875;290;14;1;98;5;4104;888;40;5026
47.4;263;14;12;85;5;3101;10;60;5401
9.8;519;34;15;596;7;6301;888;40;8092
31.75263158;521;5;12;597;5;6301;999;20;6599
1.175;263;5;3;24;12;3101;888;40;5044
25.52;469;32;16;596;5;6301;555;20;4648
12.41666667;469;22;3;24;13;6301;888;40;2666
8.633333333;321;32;12;24;8;4104;34;60;7160
19.05;321;32;15;579;7;4104;888;20;7135
52.61111111;263;14;12;85;5;3101;33;60;5162
47.2625;524;17;15;597;5;6301;888;20;6018
11.08571429;321;32;3;24;5;4104;888;40;6412
53.68666667;290;14;12;223;12;4101;10;20;7034
41.73;321;12;15;33;7;4104;10;20;7796
6.425;267;32;3;24;12;3101;888;20;3036
1.42;267;32;16;24;5;3101;888;10;7211
15.27142857;530;28;15;602;7;6203;888;20;7758
4.54;573;5;27;579;7;6402;888;20;7608
61.3375;263;14;15;24;7;3101;888;40;5328
46.45;321;17;12;113;7;4104;888;40;6328
26.08;495;15;12;579;7;6402;10;20;7644
42.15;267;14;12;85;5;3101;31;60;6270
23.36;469;15;14;999;5;6203;555;20;6348
26.875;321;32;15;579;5;4104;10;20;7661
32.625;321;14;15;113;8;4104;33;40;6284
16.225;569;28;15;579;5;6402;120;20;7450
18.5;576;5;3;583;12;6302;888;40;4493
0.5;481;28;11;506;5;6402;888;40;7010
13.94444444;495;28;19;515;7;6402;888;20;6660
4.6625;267;42;12;24;5;3101;31;60;5781
6.1;267;5;16;24;8;3101;888;20;8703
3.28;567;5;15;579;7;6402;10;60;8249
35.02;267;32;12;24;8;3101;999;50;6809
56.1;524;14;1;598;7;6301;888;40;4657
34.25;517;2;12;596;7;6301;888;20;7376
30.23333333;569;17;15;579;5;6402;10;20;7221
55.68571429;267;32;12;94;5;3101;10;60;6775
21.6;469;15;14;999;11;6203;160;20;6097
14.7;469;32;15;596;5;6301;555;20;7548
10.31;303;17;14;579;7;6302;555;20;8459
51.0375;321;32;12;24;5;4104;10;20;7207
0.85;515;5;15;596;5;6301;888;20;5292
10.75555556;469;28;15;579;5;6402;10;60;7529
62.0625;267;14;12;85;5;3101;92;60;6440
2.6;267;32;12;85;5;3101;888;10;6685
45.08888889;267;15;3;94;5;3101;888;40;5135
1.157142857;290;2;18;747;8;10101;888;10;8523
26.21818182;324;2;15;223;7;4104;10;20;6431
5.255555556;267;17;7;24;7;3101;888;20;6532
38.5625;267;15;12;24;5;3101;888;60;5669
43.80769231;524;15;12;598;5;6301;34;20;6242
38.16666667;324;5;15;579;12;4104;555;20;6758
28.15555556;267;15;12;85;5;3101;130;60;7120
0.44;263;15;15;24;5;3101;160;20;6373
12.24444444;263;14;3;24;5;3101;888;40;6152
52.425;524;15;3;598;5;6301;888;20;4879
0.5;267;5;16;24;5;3101;888;10;7840
4.76;267;5;16;24;7;3101;888;10;8589
12.47777778;263;2;2;65;7;3101;888;20;5068
14.37777778;508;14;15;585;5;6302;10;20;6657
9.116666667;505;17;14;583;7;6402;555;20;8050
4;321;2;15;708;8;10101;10;20;8149
5.809090909;498;2;15;833;7;10101;10;20;8258
1.8625;263;5;2;24;13;3101;888;20;5871
41.75555556;267;15;12;94;5;3101;130;40;6022
32.38;267;15;12;583;5;3101;130;60;5763
5.177777778;267;5;15;85;5;3101;555;10;7348
4.7375;267;32;2;24;12;3101;888;40;5467
0.577777778;263;5;15;24;5;3101;555;20;6423
18.64166667;263;5;12;24;7;3101;888;20;5751
3.1125;263;32;3;24;5;3101;888;40;5993
5.575;321;42;15;113;12;4104;555;10;7850
4.3;267;14;2;24;5;3101;888;40;5579
49.95111111;544;32;21;604;5;6203;888;20;6486
64.5375;267;14;2;85;5;3101;888;40;5646
17.875;263;15;11;24;5;3101;888;40;4240
15.78;495;28;18;579;7;6402;888;10;7318
22.43333333;321;32;12;24;8;6203;999;20;6302
25.76;267;14;16;24;12;3101;888;10;8502
3.066666667;263;5;16;24;5;3101;888;20;7572
18.13;321;20;16;113;7;4101;888;10;7785
44.075;321;14;7;113;8;4104;34;60;6022
17.55555556;267;32;15;24;5;3101;999;60;6748
31.4;524;2;15;598;5;6301;10;60;6723
5.363636364;515;2;16;596;7;6301;888;10;8506
24.53;321;32;12;24;5;4104;34;60;7144
21.25;290;17;16;98;8;4101;888;10;6938
10.725;267;32;15;24;5;3101;10;20;6551
5.82;321;32;3;602;8;10101;888;40;6430
1.166666667;263;5;2;24;5;3101;888;40;5645
19.825;267;14;12;85;8;3101;41;60;5563
37.33333333;321;14;17;113;12;4104;888;10;6663
0.5;267;5;3;24;5;3101;888;20;5888
17.23333333;469;32;3;94;12;6301;888;40;2183
15.225;321;14;2;24;8;4101;888;20;4839
21.60833333;267;14;2;24;8;3101;888;40;6059
0.5;467;5;2;24;5;6301;888;20;5219
3.7;469;32;3;999;12;6301;888;40;2198
6.7;515;2;17;595;7;6301;888;10;8048
55.01111111;267;14;12;94;5;3101;888;40;5850
21.25;321;12;15;33;8;4104;10;20;7614
44.93333333;299;14;2;515;7;4104;888;10;6620
38.45555556;321;14;12;98;5;4104;41;60;6441
20.23333333;321;14;14;24;12;4104;160;20;7502
31.8;263;2;1;85;7;3101;888;40;5047
50.81111111;263;14;1;85;7;3101;888;40;4654
36.625;321;14;12;113;12;4104;91;20;7045
3.3;267;14;2;85;5;3101;888;20;5630
2.96;263;5;16;999;11;3101;888;10;6510
0.471428571;263;32;18;24;8;3101;888;10;8318
24.87;508;2;12;585;7;6302;888;20;7803
14.39230769;495;32;16;579;12;6402;888;20;6553
18.8625;267;5;12;24;5;3101;999;20;5536
50.15555556;263;2;3;65;7;3101;888;40;3058
35.45454545;321;14;12;113;5;4104;888;40;6105
21.18333333;469;5;3;579;5;6402;888;10;6707
25.48888889;495;32;15;579;7;6402;10;20;7899
8.375;267;42;16;24;7;3101;888;10;8834
18.92;267;42;12;24;5;3101;92;60;6198
7.075;267;17;16;24;5;3101;888;10;7536
52.2;267;14;2;85;5;3101;888;40;5399
26.24444444;321;32;12;24;5;4104;34;20;6092
42.77777778;321;14;12;113;7;4104;10;60;7173
10;321;2;3;602;8;10101;888;20;5465
36.16666667;290;14;15;515;8;4101;10;20;6846
38.22222222;321;14;12;113;5;4104;888;20;6861
1.225;267;14;16;85;5;3101;888;20;7037
2.96;267;36;15;24;7;3101;92;40;7350
18.8625;267;5;15;85;5;3101;888;20;6730
17.14444444;321;14;2;98;5;4104;888;40;6578
40.675;321;2;12;113;3;4104;91;60;7294
17.54;469;12;3;579;12;6402;888;40;4079
28.42727273;267;14;12;520;5;3103;999;20;6214
5.8875;267;42;16;24;8;3101;888;10;8643
36.8375;267;15;4;94;5;3101;888;40;5612
5.9;1068;2;15;752;8;10101;555;20;7994
38.98;469;32;3;999;12;6203;888;20;6900
25.7;290;14;15;223;8;4104;10;20;7191
58.52222222;321;14;12;113;5;4104;41;20;6336
14.92;571;28;16;579;7;6402;888;10;8528
0.5;324;5;15;579;8;4104;10;20;7326
14.44285714;469;32;3;579;12;6402;888;40;4896
28.2875;267;14;12;85;5;3101;888;20;6260
0.433333333;263;32;3;85;12;3101;888;40;5941
0.5;263;14;11;65;7;3101;888;10;5492
43.3625;267;32;12;24;5;3101;33;50;6273
0.45;267;14;16;85;5;3101;888;10;7337
33.68;267;14;3;94;12;3101;888;40;6714
28.03333333;267;32;15;24;5;3101;10;20;6230
5.673333333;1068;2;15;747;8;10101;888;20;8238
12.99411765;267;14;2;85;12;3101;888;40;6684
0.5;263;5;12;24;5;3101;888;20;6823
24.56;469;32;3;603;5;6203;888;40;5839
31.13333333;287;14;12;113;7;4101;10;20;6557
60.7875;267;14;12;85;5;3101;888;40;7178
10.175;267;32;12;24;5;3101;888;20;5645
0.5;267;32;12;24;5;3101;92;60;5970
11.67777778;1068;2;15;762;7;10101;888;10;8407
10.625;321;14;16;113;7;4104;888;20;5125
26.71111111;287;12;15;33;7;4101;10;20;7420
77;267;15;12;24;5;3101;92;50;6864
43.65555556;267;14;12;24;5;3101;999;20;6913
37;557;14;15;607;7;3103;10;20;8029
0.488888889;263;32;21;24;5;3101;555;10;7205
10.18571429;263;32;15;65;5;3101;999;40;6647
25.2625;263;14;2;85;5;3101;888;20;5106
7.78;519;2;16;596;7;6301;888;10;8715
58.8125;521;2;16;598;5;6301;888;10;8143
10.03333333;321;32;15;24;5;4104;555;20;7192
3.814285714;267;2;15;24;7;10101;10;20;7664
58.175;524;17;12;94;5;6203;555;20;6226
50.95;530;28;13;598;5;6203;110;20;7010
18.58;569;28;1;579;12;6402;888;20;4704
43.55555556;267;15;12;24;5;3101;120;60;6307
17.23333333;267;17;16;999;7;3101;888;10;7570
7.4875;321;14;12;24;8;6203;160;20;6647
21.67777778;267;5;3;85;5;3101;888;50;4225
14.62;321;32;2;579;8;4104;888;40;6360
53.5;321;5;12;237;5;4104;888;60;6645
1.077777778;263;2;18;85;7;3101;888;10;7026
37.31;321;5;3;237;12;4104;888;40;4386
6.533333333;1065;2;17;747;8;10101;888;10;8364
13.6875;495;28;16;579;5;6402;888;10;7402
1.777777778;263;2;16;65;7;3101;888;10;8215
25.675;321;14;2;516;7;4104;888;50;5749
39.94;324;14;15;223;7;4101;10;20;6328
12.85;321;14;12;24;8;4104;91;60;7821
16.35;469;5;3;579;5;6402;888;40;6707
0.366666667;263;2;17;65;7;3101;888;10;8145
22.81666667;548;32;15;604;7;6203;10;20;7261
56.83333333;299;14;12;515;7;4104;10;60;7139
0.5;324;12;12;24;5;6402;888;20;7367
12.9;267;32;12;24;8;6202;555;10;7639
29.16;517;2;15;597;5;6301;888;20;7055
10.58333333;469;5;3;24;7;6301;888;40;5177
13.5;321;2;12;113;8;4104;10;20;7301
2.86;267;32;16;24;5;3101;888;10;8666
6.45;321;14;11;85;12;10101;888;20;7159
55.603125;537;28;16;602;7;6203;888;10;8492
9.083333333;267;32;3;24;8;6202;999;20;7184
0.5;263;32;15;24;5;3101;999;40;6638
32.08;515;14;2;597;5;6301;888;20;4843
31.18333333;286;14;12;514;8;4101;50;20;6069
22.27142857;321;32;15;24;5;4104;31;60;5584
18.74;321;14;12;113;5;4104;91;50;6438
5.3;321;14;15;85;12;10101;555;20;6495
26.2875;263;2;17;65;7;3101;888;10;5790
43.96666667;469;28;2;603;5;6203;888;20;6923
35.8;314;42;12;24;11;4104;10;60;7038
37.1;267;14;12;24;5;3101;41;60;6082
4.65;559;32;15;608;8;10101;888;20;8294
8.9;290;32;15;98;8;4104;10;10;7843
6.8875;267;32;12;24;5;3101;555;20;5778
2;469;32;15;659;7;10101;10;20;7677
15.23333333;573;5;3;579;7;6402;888;20;6332
0.46;267;14;16;24;5;3101;888;20;7445
14.6952381;321;14;16;999;11;10101;888;10;4414
7.7375;263;14;2;65;13;3101;888;40;4614
29.51;286;2;17;223;7;4101;888;10;7546
48.8375;267;32;12;583;5;3101;999;60;5928
36.21818182;321;5;3;237;8;4104;888;40;5422
0.5;263;32;12;24;5;3101;91;40;6576
43.38888889;263;14;2;24;12;3101;888;20;4306
41.85;524;14;12;94;5;6301;999;20;6416
26.6;469;32;3;24;12;6301;888;40;6647
31.4875;267;14;12;85;5;3101;888;40;5865
11.1;263;5;3;33;8;3101;888;40;4742
24.925;321;14;12;24;8;4104;555;20;6639
5.175;267;32;3;24;12;3101;888;20;3987
45.425;263;14;2;24;12;3101;888;20;4310
13.86666667;314;42;2;24;8;4104;888;20;6871
65.16666667;282;15;12;24;12;3106;888;60;6643
32.35;267;32;12;24;5;3101;31;60;6674
39.8375;530;32;12;598;5;6203;999;20;6087
3.475;321;14;12;113;8;4104;10;60;7438
2.3875;267;5;15;24;5;3101;10;20;8059
4.366666667;1065;2;17;834;8;10101;888;10;8182
5.133333333;263;32;15;65;5;3101;888;20;6365
50.8;524;14;15;603;7;6301;10;20;6709
0.44;267;5;12;24;7;3101;33;60;6414
8.422222222;1068;2;17;834;8;10101;888;10;7702
0.5;263;5;16;65;7;3101;888;10;8705
17.13333333;521;32;2;597;7;6301;888;40;6086
5.616666667;321;5;15;24;5;4104;160;20;7834
6.7625;267;14;16;85;5;3101;888;10;6848
5.825;267;42;12;24;5;3101;181;60;6451
17.32222222;267;32;12;24;7;3101;999;60;6694
8.911111111;263;14;18;85;7;3101;888;40;7402
26.49;515;2;17;595;7;6301;888;10;8200
13.175;286;14;12;98;8;4101;555;20;7459
12.78333333;321;5;12;24;8;4104;10;20;6989
18.15;321;14;2;113;5;4104;888;40;3864
30.5;321;14;12;24;5;4104;888;20;5333
24.15;495;15;2;579;12;6402;888;40;6317
0.5;495;5;15;579;5;6402;10;20;7707
31.16521739;267;32;15;24;5;3101;10;60;6256
16.11666667;267;17;3;24;5;3101;888;20;3720
16.68333333;464;32;12;585;7;6302;888;60;5236
42.91;324;14;12;237;7;4104;60;20;5433
18.03;495;15;1;579;12;6402;888;40;4447
28.36666667;469;32;12;585;7;6302;10;20;5668
9.425;321;32;16;24;7;4104;555;20;7868
33.5;568;28;15;516;5;6402;555;20;7740
34.95555556;321;14;12;33;3;4104;10;20;7088
12.125;321;14;2;24;8;4104;888;20;5434
25.61111111;311;28;21;515;7;6402;888;20;7805
40.85;267;17;2;24;5;3101;888;40;7281
0.5;263;32;12;65;5;3101;888;20;7097
0.6;576;34;3;585;12;6302;888;40;3930
9.1;469;32;15;596;5;6301;160;20;7792
9.37;321;5;15;24;7;4104;10;20;7981
38.93333333;321;12;15;33;7;4104;555;20;7763
67.66666667;521;22;1;94;12;6301;888;20;3643
4.905;515;2;16;596;7;6301;888;10;8691
0.5;263;14;18;65;7;3101;888;10;8143
50.65;321;12;12;98;7;4104;31;60;7164
0.542857143;267;32;12;24;5;3101;92;60;6636
0.6;267;5;3;24;12;3101;888;40;5259
63.7;321;14;12;113;5;4104;555;20;5041
18.71538462;508;14;12;585;7;6302;888;20;7167
22.38333333;324;28;16;515;5;4104;888;40;5795
8.175;263;2;11;85;12;3101;888;40;6523
24.15;324;14;12;94;5;6302;34;20;6134
28.9875;267;32;3;24;12;3101;888;40;4808
7.411111111;263;2;18;85;7;3101;888;10;8493
48.66153846;263;14;12;85;12;3101;34;20;5389
17.14;469;32;15;24;7;6301;10;40;6068
2.983333333;568;2;16;418;7;6402;888;10;8278
29.94;1065;2;14;834;8;10101;888;20;7316
2.433333333;290;2;17;834;8;10101;555;10;8388
21.425;469;2;12;597;5;6301;34;60;6537
