GW-Nummer,GWL,x,y,eusr5000,aet,pdsi,pet,soil,srad,swe,NDVI,DHM
944,163.6955,401062.2785,5345423.949,120.7396,51.4492,-1.2251,65.0058,48.3058,134.2667,2.1583,0.7886,173
945,178.3617,379094.7874,5335473.193,170.8073,42.6383,-0.9665,65.01,37.6092,134.8183,1.7583,0.519,178
946,180.74,379214.6633,5338328.344,170.8073,43.4583,-1.0786,64.8342,40.1417,134.365,1.8583,0.5886,183
947,171.0248,383508.2045,5343587.488,170.8073,45.3633,-1.1494,65.0717,42.9742,134.3817,1.875,0.7167,174
948,175.5146,380843.0141,5338683.32,170.8073,43.4583,-1.0786,64.8342,40.1417,134.365,1.8583,0.5432,177
949,176.7024,385737.0207,5335058.615,133.5734,46.1642,-0.9754,64.785,42.4517,135.2625,2.075,0.7312,176
950,170.3538,392331.6801,5340378.701,133.5734,49.8325,-1.0683,65.32,46.5025,134.6358,2.5417,0.556,171
951,173.5401,389164.6649,5337648.513,133.5734,48.1925,-1.0942,65.0392,45.4417,134.74,2.35,0.4602,175
952,201.974,374526.6895,5332068.919,170.8073,43.2483,-0.9892,65.2525,37.4025,134.7333,1.9083,0.6345,201
953,186.1665,378053.3618,5326388.546,133.5734,40.1683,-0.7904,65.7725,31.57,134.8675,1.2833,0.3192,194
954,187.3434,377089.973,5326286.804,133.5734,40.1683,-0.7904,65.7725,31.57,134.8675,1.2833,0.3349,196
955,187.9374,377533.1851,5324709.499,133.5734,40.1683,-0.7904,65.7725,31.57,134.8675,1.2833,0.5951,188
956,201.5474,374754.3045,5326815.487,170.8073,40.9392,-0.783,65.61,32.0958,135.0108,1.3833,0.5741,213
957,184.5016,378023.9418,5328157.141,170.8073,40.7983,-0.8198,65.8508,33.1292,134.3925,1.3583,0.3805,188
958,181.4636,382502.7459,5330076.1,133.5734,43.8375,-0.9529,64.8742,38.4633,135.1517,1.8333,0.5305,180
959,185.8983,380456.7254,5325870.932,133.5734,41.6475,-0.8536,65.5017,33.8217,135.4092,1.525,0.6657,185
960,184.7855,381614.4666,5326725.317,133.5734,41.6475,-0.8536,65.5017,33.8217,135.4092,1.525,0.5263,183
961,186.9627,382079.5261,5324703.198,133.5734,43.5,-0.8896,65.1658,36.8775,135.685,1.85,0.4744,189
962,183.3225,383601.7761,5328096.725,133.5734,43.8375,-0.9529,64.8742,38.4633,135.1517,1.8333,0.5897,183
963,185.2716,380128.7363,5326578.284,133.5734,41.6475,-0.8536,65.5017,33.8217,135.4092,1.525,0.4205,188
964,180.8661,379275.5608,5331699.92,170.8073,42.6383,-0.9665,65.01,37.6092,134.8183,1.7583,0.4494,181
965,179.7782,379795.812,5332723.063,170.8073,42.6383,-0.9665,65.01,37.6092,134.8183,1.7583,0.7297,186
966,187.0366,381967.7773,5324705.496,133.5734,41.6475,-0.8536,65.5017,33.8217,135.4092,1.525,0.4744,189
967,186.3871,386778.6771,5324519.581,133.5734,45.5225,-0.9129,64.3625,40.0525,135.65,2.225,0.5137,188
968,182.9723,388391.0434,5327712.365,120.7396,45.9525,-0.946,64.7183,41.3433,135.165,2.15,0.5224,183
969,179.9467,386642.9389,5331593.755,133.5734,46.1642,-0.9754,64.785,42.4517,135.2625,2.075,0.555,179
970,182.6111,385991.0392,5328760.293,133.5734,45.9525,-0.946,64.7183,41.3433,135.165,2.15,0.524,180
971,169.3653,397732.8716,5339868.008,120.7396,51.2708,-1.0109,65.1283,47.7067,134.6892,2.625,0.7597,170
972,171.6043,393889.1317,5338203.681,120.7396,49.8325,-1.0683,65.32,46.5025,134.6358,2.5417,0.5383,174
973,166.1944,397545.3375,5343495.916,120.7396,50.4117,-1.0995,65.175,47.5967,134.4275,2.475,0.5633,166
974,175.0407,394622.0795,5333598.248,120.7396,51.9367,-0.9542,65.2083,47.4675,135.075,2.8083,0.6856,177
975,178.6334,395348.9804,5333473.721,120.7396,51.9367,-0.9542,65.2083,47.4675,135.075,2.8083,0.7957,178
976,179.6499,393575.8079,5329348.189,120.7396,50.5392,-0.9425,65.8642,44.625,135.4233,2.5667,0.7589,185
977,196.1929,373304.4886,5316817.505,133.5734,41.1183,-0.7892,65.1383,31.0825,135.9358,1.525,0.6472,194
978,190.8998,377299.0701,5321078.499,133.5734,40.7067,-0.7828,65.1358,31.8858,135.7358,1.5167,0.6589,189
979,192.7329,375407.8968,5319506.906,133.5734,41.305,-0.7912,65.3292,31.79,135.3217,1.525,0.4678,193
980,188.0606,378571.8005,5323775.646,133.5734,40.1683,-0.7904,65.7725,31.57,134.8675,1.2833,0.7755,194
981,194.1445,378020.3141,5317460.53,133.5734,41.22,-0.8004,64.9617,31.8292,136.3242,1.6417,0.6712,195
982,197.5397,377180.2466,5314465.124,133.5734,41.22,-0.8004,64.9617,31.8292,136.3242,1.6417,0.827,202
983,191.157,374841.7802,5323310.934,133.5734,40.9392,-0.783,65.61,32.0958,135.0108,1.3833,0.4916,194
984,195.4526,380661.4998,5315993.005,133.5734,42.4,-0.8396,65.2158,33.2333,136.19,1.7333,0.5224,200
985,189.2113,382005.7723,5322202.953,133.5734,43.5,-0.8896,65.1658,36.8775,135.685,1.85,0.5278,195
986,192.4126,384949.2151,5318018.188,133.5734,43.4583,-0.8932,64.8258,36.055,135.9525,1.825,0.4864,195
987,195.3477,382330.9039,5316959.305,133.5734,43.6458,-0.8384,64.8158,35.055,136.4383,1.8,0.8275,199
988,194.9817,387114.7218,5315062.223,120.7396,45.1025,-0.8493,64.615,37.11,136.4533,2.0167,0.4667,198
989,190.0646,392296.2166,5319087.725,120.7396,49.3325,-0.9068,65.7683,40.9725,135.9625,2.2,0.5229,191
990,189.7322,388177.3908,5320567.32,120.7396,47.4942,-0.9068,65.2267,40.2042,135.9967,2.2,0.4824,192
991,201.6905,372827.6326,5312124.502,133.5734,41.8658,-0.8023,65.095,31.1167,136.1833,1.65,0.6003,206
992,207.9689,374176.8482,5306857.701,133.5734,42.1033,-0.7337,65.1758,30.6483,136.8608,1.6583,0.8278,219
993,202.7322,374932.1584,5310655.157,133.5734,41.8658,-0.8023,65.095,31.1167,136.1833,1.65,0.5782,204
994,207.638,376680.1318,5306092.032,133.5734,42.5658,-0.7491,65.3575,31.2,136.9467,1.675,0.5139,210
995,213.4287,372693.4527,5304688.624,133.5734,42.1033,-0.7337,65.1758,30.6483,136.8608,1.6583,0.6195,218
996,204.7216,379781.5887,5305292.748,133.5734,43.0342,-0.7072,65.2175,32.1017,136.8258,1.775,0.6703,210
997,201.238,383988.0656,5307708.325,133.5734,43.8075,-0.7772,64.4767,33.4067,136.8925,1.8333,0.4721,207
998,198.3332,385414.9643,5311426.713,133.5734,45.2075,-0.8184,64.6858,35.8758,136.5025,1.8583,0.6649,201
999,197.8833,381139.6271,5312758.645,133.5734,42.8358,-0.7785,65.3175,32.725,136.4892,1.7417,0.6067,202
1000,200.341,379682.5152,5310220.445,133.5734,42.8358,-0.7785,65.3175,32.725,136.4892,1.7417,0.688,203
1001,199.8592,390631.856,5306066.463,120.7396,46.1942,-0.8154,64.7792,35.6792,136.5917,1.8417,0.6706,207
1002,197.4218,391068.7551,5309404.723,120.7396,47.7367,-0.8903,65.4842,37.1883,136.3425,1.8667,0.5201,204
1003,193.9747,391608.5046,5313864.007,120.7396,48.3433,-0.9066,65.3433,39.2367,136.1067,2.05,0.6146,198
1004,198.9392,390837.7307,5307463.434,120.7396,46.1942,-0.8154,64.7792,35.6792,136.5917,1.8417,0.5572,207
1005,191.0491,392415.8507,5317906.962,120.7396,49.3325,-0.9068,65.7683,40.9725,135.9625,2.2,0.5464,193
1006,192.3449,396182.9931,5315803.13,120.7396,49.5583,-0.8999,65.4592,39.7525,136.1558,2.0167,0.6208,192
1007,188.8299,393826.3392,5319137.078,120.7396,49.3325,-0.9068,65.7683,40.9725,135.9625,2.2,0.6596,187
1008,189.8235,393442.1609,5318532.695,120.7396,49.3325,-0.9068,65.7683,40.9725,135.9625,2.2,0.6006,189
1009,191.1723,394570.2653,5317400.094,120.7396,49.5583,-0.8999,65.4592,39.7525,136.1558,2.0167,0.654,190
1010,192.3287,392638.9416,5316268.432,120.7396,48.3433,-0.9066,65.3433,39.2367,136.1067,2.05,0.5599,193
1011,192.2811,394628.6248,5315697.977,120.7396,49.5583,-0.8999,65.4592,39.7525,136.1558,2.0167,0.6974,193
1012,185.0647,393421.4965,5323447.285,120.7396,50.2658,-0.8995,66.12,42.8783,135.735,2.4333,0.7672,187
1013,196.2122,392685.8901,5309974.759,120.7396,47.7367,-0.8903,65.4842,37.1883,136.3425,1.8667,0.5657,202
1014,193.2212,395702.7359,5312776.646,120.7396,49.5583,-0.8999,65.4592,39.7525,136.1558,2.0167,0.7842,196
1015,197.7296,392843.7272,5308015.067,120.7396,47.7367,-0.8903,65.4842,37.1883,136.3425,1.8667,0.6104,205
1016,197.1271,392785.5476,5308905.582,120.7396,47.7367,-0.8903,65.4842,37.1883,136.3425,1.8667,0.6788,203
1017,253.9771,368306.6833,5296647.524,133.5734,43.5708,-0.6701,64.8783,29.9642,137.7817,2.025,0.442,254
1018,232.3293,371698.2912,5299618.015,133.5734,42.925,-0.6751,64.9883,30.275,137.1,1.725,0.8724,243
1019,227.3142,373451.2974,5297277.731,133.5734,43.5275,-0.6423,65.605,29.8075,137.4233,1.6333,0.4688,229
1020,224.7127,375948.1111,5295667.025,133.5734,43.4892,-0.6653,65.4442,30.0808,137.3025,1.625,0.5127,229
1021,219.4219,372821.2166,5303017.921,133.5734,42.81,-0.6605,65.2958,30.2708,137.3725,1.65,0.5616,220
1022,210.2811,376816.9768,5303042.515,133.5734,42.9442,-0.6651,65.3,30.6067,137.2658,1.675,0.5108,214
1023,215.3473,375979.5799,5299580.2,133.5734,42.9442,-0.6651,65.3,30.6067,137.2658,1.675,0.6806,219
1024,236.0554,372505.5388,5295141.381,133.5734,43.5275,-0.6423,65.605,29.8075,137.4233,1.6333,0.6161,239
1025,210.4754,381394.4578,5296420.129,133.5734,43.7,-0.6842,65.1133,30.7875,137.3667,1.725,0.8306,230
1026,204.3866,384470.8963,5303073.369,120.7396,43.9383,-0.7848,63.8367,32.905,137.1517,1.8667,0.5705,215
1027,206.9992,383538.9375,5299145.051,120.7396,43.9383,-0.7848,63.8367,32.905,137.1517,1.8667,0.8362,228
1028,213.6652,379394.3837,5295327.361,133.5734,43.7,-0.6842,65.1133,30.7875,137.3667,1.725,0.5855,228
1029,204.7548,387741.9501,5300863.069,120.7396,44.7942,-0.8095,63.5592,34.0867,137.0517,1.95,0.8465,221
1030,206.8876,388560.425,5295566.176,120.7396,45.57,-0.7631,64.6067,33.2008,136.6217,1.775,0.5214,216
1031,203.8117,391538.8454,5301012.93,120.7396,46.5858,-0.8288,64.6817,34.6467,136.6117,1.775,0.5549,208
1032,206.1923,390921.5227,5297244.472,120.7396,45.57,-0.7631,64.6067,33.2008,136.6217,1.775,0.5149,218
1033,239.8542,372013.7129,5290170.876,133.5734,44.1708,-0.6375,65.4175,29.3592,137.315,1.625,0.5324,244
1034,234.1959,375439.7895,5289440.274,133.5734,45.4033,-0.6581,65.0975,30.1883,137.7725,2.1083,0.2621,242
1035,235.3268,381612.8325,5285830.984,120.7396,43.9375,-0.675,64.2208,30.0067,137.7083,1.9917,0.6209,239
1036,214.2698,380996.512,5292725.848,133.5734,44.5217,-0.6824,65.4067,30.1033,137.045,1.65,0.5995,233
1037,217.4172,381287.4313,5290462.849,133.5734,44.5217,-0.6824,65.4067,30.1033,137.045,1.65,0.5229,235
1038,210.7099,388760.5867,5292727.258,120.7396,45.1133,-0.7253,64.5408,31.9608,137.0133,1.8167,0.5668,221
1039,216.7646,388241.3072,5288334.567,120.7396,44.7167,-0.7009,63.7117,30.9983,137.1625,1.975,0.6623,225
1040,228.0968,388175.5034,5282576.817,120.7396,45.4658,-0.6546,63.6358,30.595,137.6658,2.225,0.5448,230
1041,240.2499,390969.2636,5275019.446,120.7396,45.62,-0.5156,64.1592,27.9908,137.5792,1.8,0.6227,238
1042,241.0273,388595.5285,5275887.045,120.7396,44.4583,-0.6003,63.9892,28.595,137.94,1.9167,0.7828,250
1043,255.3792,388711.4289,5271326.64,120.7396,44.5975,-0.5947,63.7817,27.6533,137.8983,2.0583,0.4896,266
1044,241.9371,394074.5939,5273005.543,120.7396,47.3092,-0.5368,64.0708,29.11,137.155,1.975,0.4095,245
1045,90.5653,462819.8414,5538913.612,92.1853,42.1208,-2.1003,62.6125,53.3983,124.0167,1.9167,0.7318,109
1046,85.1736,460060.941,5539103.552,92.1853,42.5883,-2.0333,63.625,52.6625,123.4358,1.7,0.5028,91
1047,89.3798,463289.6604,5539803.256,92.1853,42.4025,-2.044,63.2892,53.12,123.5283,1.8333,0.764,103
1048,84.7848,459474.1801,5539923.23,92.1853,42.5883,-2.0333,63.625,52.6625,123.4358,1.7,0.4632,90
1049,84.809,458981.378,5540173.133,92.1853,42.5883,-2.0333,63.625,52.6625,123.4358,1.7,0.3828,96
1050,92.9424,465498.7736,5538633.707,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.6644,101
1051,101.9749,472885.8381,5538913.545,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.8417,123
1052,105.4767,475574.7703,5539143.435,92.1853,43.6183,-2.0121,62.8433,57.6408,124.0275,2.45,0.5556,127
1053,100.1551,472635.9429,5539703.233,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.7665,117
1054,94.1717,466628.333,5539883.202,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.7423,109
1055,97.7002,469647.1355,5540303.015,92.1853,43.035,-2.0084,63.4525,54.43,122.97,2.0833,0.6126,101
1056,101.4602,474385.2538,5540652.843,92.1853,43.6183,-2.0121,62.8433,57.6408,124.0275,2.45,0.824,118
1057,98.314,470686.726,5540872.781,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.6599,115
1058,98.3348,470946.6243,5541112.684,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.7042,114
1059,95.1577,467717.909,5541232.658,92.1853,43.035,-2.0084,63.4525,54.43,122.97,2.0833,0.6558,111
1060,92.4578,465346.8519,5541246.669,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.8365,104
1061,97.2194,469767.0945,5541282.625,92.1853,43.035,-2.0084,63.4525,54.43,122.97,2.0833,0.5966,106
1062,100.9285,475704.7345,5541422.528,92.1853,43.6183,-2.0121,62.8433,57.6408,124.0275,2.45,0.8308,128
1063,98.3429,470866.6598,5541652.47,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.4364,112
1064,99.6573,473675.5424,5541582.479,92.1853,43.6183,-2.0121,62.8433,57.6408,124.0275,2.45,0.8646,123
1065,98.0782,471096.571,5542022.321,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.5894,113
1066,98.1125,472635.9609,5542322.191,92.1853,43.1533,-2.007,63.2092,55.8483,123.5142,2.2583,0.6276,116
1067,90.4875,465611.7588,5543040.953,92.1853,42.4675,-2.0065,63.29,53.6575,123.4975,2,0.4744,106
1068,97.7066,473225.7363,5543751.619,92.1853,43.6858,-1.9876,63.37,56.66,123.5808,2.2167,0.815,127
1069,92.9753,468827.4895,5544391.395,92.1853,42.9958,-1.9827,63.9733,53.9025,123.2175,1.9583,0.2564,111
1070,94.6418,470636.7767,5545351.001,92.1853,43.22,-1.9945,63.6175,55.0842,123.4592,2.1,0.652,122
1071,97.7185,475544.8344,5546660.446,92.1853,43.6858,-1.9876,63.37,56.66,123.5808,2.2167,0.7488,126
1072,82.4722,451974.1484,5536594.591,92.1853,42.7492,-2.0316,64.8008,50.8375,123.7925,1.3667,0.4971,84
1073,82.2078,451614.2995,5538423.868,92.1853,42.7492,-2.0316,64.8008,50.8375,123.7925,1.3667,0.416,88
1074,82.7959,456402.342,5528187.904,120.7396,41.6567,-2.0407,63.2225,50.3842,124.7817,1.675,0.5735,84
1075,84.4876,459970.9248,5529797.248,120.7396,42.1925,-2.0496,63.5825,51.2642,124.22,1.6667,0.5416,85
1076,86.1075,462799.7968,5530107.111,92.1853,42.31,-2.0663,63.1475,52.2283,124.1,1.7917,0.4174,91
1077,82.8325,454513.1062,5530127.144,120.7396,41.755,-2.0524,63.5992,50.4592,124.4717,1.5583,0.6822,84
1078,84.7403,461290.3989,5529976.171,133.5734,42.31,-2.0663,63.1475,52.2283,124.1,1.7917,0.6121,85
1079,82.7541,454922.9429,5530207.11,120.7396,41.755,-2.0524,63.5992,50.4592,124.4717,1.5583,0.627,84
1080,84.0048,458951.3342,5530207.091,120.7396,42.1925,-2.0496,63.5825,51.2642,124.22,1.6667,0.6008,85
1081,83.1171,456921.1452,5530246.085,120.7396,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.6132,85
1082,83.2733,457481.9225,5530486.987,120.7396,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.4368,90
1083,86.2931,462829.791,5531136.702,92.1853,42.31,-2.0663,63.1475,52.2283,124.1,1.7917,0.4822,89
1084,82.8742,454763.0151,5531936.425,120.7396,41.755,-2.0524,63.5992,50.4592,124.4717,1.5583,0.566,84
1085,82.9983,455402.7605,5532086.362,120.7396,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.518,85
1086,83.9666,459831.9951,5532485.182,92.1853,42.1925,-2.0496,63.5825,51.2642,124.22,1.6667,0.6501,91
1087,83.1012,457010.1219,5532645.132,120.7396,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.5377,87
1088,84.8836,460920.5616,5532626.12,92.1853,42.1925,-2.0496,63.5825,51.2642,124.22,1.6667,0.4202,91
1089,88.1271,464039.3181,5532766.048,92.1853,42.46,-2.0777,62.7425,53.5225,124.4367,1.9667,0.847,99
1090,82.8694,455662.6615,5533045.98,92.1853,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.5123,88
1091,82.5805,454453.1441,5533075.974,92.1853,41.755,-2.0524,63.5992,50.4592,124.4717,1.5583,0.5421,86
1092,82.8122,457711.8456,5533345.851,92.1853,41.955,-2.0488,63.6583,50.9317,124.2542,1.6333,0.7402,90
1093,87.789,463125.6915,5534254.461,92.1853,42.1208,-2.1003,62.6125,53.3983,124.0167,1.9167,0.8744,98
1094,82.8053,455842.5962,5534365.456,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.5186,88
1095,82.1903,457791.819,5534375.442,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.7865,89
1096,84.463,460460.7571,5534775.269,92.1853,42.58,-2.0331,63.5575,52.3683,123.4808,1.6583,0.4463,90
1097,84.8417,453823.4033,5534785.3,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.5394,87
1098,86.233,454842.9989,5535225.12,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.7288,94
1099,83.4583,453583.5013,5535305.095,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.5124,87
1100,82.3539,456622.2905,5535385.047,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.6634,85
1101,86.2558,455292.821,5535515.002,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.7338,98
1102,84.105,459841.0092,5535694.907,92.1853,42.58,-2.0331,63.5575,52.3683,123.4808,1.6583,0.5358,90
1103,82.4168,456812.2167,5535764.895,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.7238,91
1104,82.2319,452503.934,5535833.89,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.4808,84
1105,86.9881,461871.2018,5535992.778,92.1853,42.1208,-2.1003,62.6125,53.3983,124.0167,1.9167,0.7661,95
1106,85.1864,455252.84,5536144.753,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.5333,86
1107,82.6116,457182.073,5536474.612,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.7669,93
1108,84.1637,454323.2135,5536774.508,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.4826,89
1109,82.7253,457881.796,5536824.469,92.1853,43.0042,-2.0138,64.4283,51.6842,122.9292,1.5583,0.5052,91
1110,85.9405,461000.5563,5537304.261,92.1853,42.1208,-2.1003,62.6125,53.3983,124.0167,1.9167,0.5049,91
1111,89.3136,462419.9933,5537724.087,92.1853,42.1208,-2.1003,62.6125,53.3983,124.0167,1.9167,0.806,105
1112,84.0254,453823.418,5537934.051,92.1853,42.5708,-2.0147,64.4842,50.8925,123.6558,1.3917,0.4811,87
1113,104.8443,471279.4026,5527520.085,133.5734,44.6583,-2.0082,64.4025,55.1967,124.1933,2.1,0.3748,114
1114,94.6348,469016.3086,5528253.809,133.5734,43.4408,-2.0442,63.6758,53.8958,124.5467,2,0.6926,108
1115,121.1851,475054.9153,5529967.087,133.5734,44.5542,-1.9922,63.5633,57.5725,124.0817,2.3083,0.5938,124
1116,89.6142,465278.8083,5530097.101,92.1853,42.46,-2.0777,62.7425,53.5225,124.4367,1.9667,0.5221,95
1117,111.6602,472995.7367,5530197.01,133.5734,43.8642,-2.0398,63.48,55.8933,124.1642,2.1333,0.5868,114
1118,92.1158,466908.1603,5530207.046,133.5734,42.46,-2.0777,62.7425,53.5225,124.4367,1.9667,0.4959,96
1119,91.0839,466908.1603,5530207.046,133.5734,42.46,-2.0777,62.7425,53.5225,124.4367,1.9667,0.4959,96
1120,103.4026,470976.5406,5530207.019,133.5734,43.8642,-2.0398,63.48,55.8933,124.1642,2.1333,0.564,106
1121,96.3546,468407.5646,5530396.961,133.5734,43.0117,-2.0558,63.0067,54.715,124.2033,2.0417,0.6292,99
1122,107.3291,471716.2534,5531316.573,133.5734,43.8642,-2.0398,63.48,55.8933,124.1642,2.1333,0.5279,111
1123,107.0107,471666.2737,5531376.55,133.5734,43.8642,-2.0398,63.48,55.8933,124.1642,2.1333,0.5279,108
1124,87.934,464089.2946,5532176.282,92.1853,42.46,-2.0777,62.7425,53.5225,124.4367,1.9667,0.5804,92
1125,98.7802,469687.0687,5532496.118,133.5734,43.0117,-2.0558,63.0067,54.715,124.2033,2.0417,0.5657,106
1126,92.3573,467138.0863,5532995.936,133.5734,43.0117,-2.0558,63.0067,54.715,124.2033,2.0417,0.823,108
1127,95.6728,468257.6419,5533175.857,133.5734,43.0117,-2.0558,63.0067,54.715,124.2033,2.0417,0.7925,108
1128,118.2414,474974.9687,5533185.808,133.5734,44.5542,-1.9922,63.5633,57.5725,124.0817,2.3083,0.6145,124
1129,106.8607,472076.1252,5533615.657,133.5734,43.8642,-2.0398,63.48,55.8933,124.1642,2.1333,0.6737,108
1130,90.1578,465128.893,5534145.493,92.1853,42.1875,-2.0889,62.345,53.9242,124.1833,1.9833,0.842,106
1131,100.1371,470506.7559,5534575.286,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.7979,107
1132,94.451,467605.9104,5534628.284,133.5734,42.7158,-2.0394,63.0183,54.575,123.9867,2.05,0.8293,101
1133,107.3071,473505.5649,5534903.135,133.5734,43.985,-2.0105,63.1158,57.45,124.045,2.3917,0.8056,122
1134,90.4227,464879.0053,5536244.66,92.1853,42.1875,-2.0889,62.345,53.9242,124.1833,1.9833,0.8158,100
1135,110.8836,474135.3251,5536524.487,92.1853,43.985,-2.0105,63.1158,57.45,124.045,2.3917,0.8222,120
1136,106.8418,473825.4529,5537194.223,92.1853,43.985,-2.0105,63.1158,57.45,124.045,2.3917,0.7763,124
1137,92.5704,466968.182,5537474.158,92.1853,42.1875,-2.0889,62.345,53.9242,124.1833,1.9833,0.79,102
1138,99.1247,470386.8227,5537524.115,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.4043,108
1139,101.0519,471396.4226,5537744.021,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.7956,122
1140,103.3276,472685.9098,5537754.008,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.8304,117
1141,102.7352,472705.9046,5538173.841,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.8186,124
1142,100.3171,471276.4732,5538193.843,92.1853,43.2583,-2.0368,62.9667,56.095,124.1742,2.2333,0.7966,116
1143,95.7782,468407.6144,5538233.846,92.1853,42.7158,-2.0394,63.0183,54.575,123.9867,2.05,0.6431,105
1144,103.3147,473165.7226,5538293.79,92.1853,43.985,-2.0105,63.1158,57.45,124.045,2.3917,0.8543,128
1145,84.8312,461860.0983,5517262.217,120.7396,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.5786,90
1146,84.201,461120.3975,5517752.026,120.7396,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.7638,88
1147,83.8966,461140.3922,5518231.835,120.7396,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.8024,92
1148,83.8126,460860.5074,5518771.622,120.7396,42.8308,-2.0358,64.3942,48.775,125.5083,1.5167,0.7301,91
1149,83.4185,456782.1416,5518791.634,120.7396,42.4675,-2.0258,64.1,47.7692,125.44,1.4833,0.852,95
1150,83.2783,456432.2832,5519081.52,120.7396,42.4675,-2.0258,64.1,47.7692,125.44,1.4833,0.8663,95
1151,83.6305,459790.9376,5519081.504,120.7396,42.8308,-2.0358,64.3942,48.775,125.5083,1.5167,0.8535,91
1152,83.3313,457241.9621,5519701.27,120.7396,42.4675,-2.0258,64.1,47.7692,125.44,1.4833,0.842,94
1153,84.032,461600.2164,5519711.246,120.7396,43.2875,-2.0396,64.4233,49.9667,125.2092,1.65,0.8482,97
1154,83.5555,458201.5788,5519901.186,120.7396,42.8308,-2.0358,64.3942,48.775,125.5083,1.5167,0.7028,90
1155,84.02,461748.1617,5520519.924,120.7396,42.9733,-2.0411,64.1942,50.7592,124.955,1.675,0.4529,90
1156,83.5042,456702.1839,5520790.84,120.7396,41.75,-2.0551,63.4317,49.0658,125.055,1.575,0.8214,89
1157,84.8164,462699.7835,5521010.724,133.5734,42.9733,-2.0411,64.1942,50.7592,124.955,1.675,0.6954,88
1158,85.5533,463707.38,5521015.717,133.5734,42.9733,-2.0411,64.1942,50.7592,124.955,1.675,0.6475,89
1159,83.4907,459920.8966,5521070.714,120.7396,42.3492,-2.035,63.7783,50.0383,125.0067,1.65,0.6488,87
1160,83.0656,456402.3075,5521470.572,120.7396,41.75,-2.0551,63.4317,49.0658,125.055,1.575,0.7995,88
1161,83.6209,460060.85,5522790.03,120.7396,42.3492,-2.035,63.7783,50.0383,125.0067,1.65,0.4915,89
1162,83.1783,456522.2666,5522850.023,120.7396,41.75,-2.0551,63.4317,49.0658,125.055,1.575,0.7252,84
1163,83.1632,457638.8221,5523298.84,120.7396,41.75,-2.0551,63.4317,49.0658,125.055,1.575,0.5722,85
1164,82.8634,454842.9444,5523989.579,120.7396,41.9517,-2.1189,63.2325,49.4875,125.0808,1.7583,0.6659,86
1165,83.4753,460160.8283,5526068.728,133.5734,42.0892,-2.0515,63.5825,50.5192,124.6917,1.65,0.7064,84
1166,82.7516,453723.4029,5526168.719,120.7396,41.43,-2.0619,63.1083,49.99,124.8425,1.7167,0.8057,85
1167,83.294,458975.3031,5526212.677,120.7396,42.0892,-2.0515,63.5825,50.5192,124.6917,1.65,0.6603,84
1168,82.9085,456602.2521,5526228.681,120.7396,41.6567,-2.0407,63.2225,50.3842,124.7817,1.675,0.5073,87
1169,85.2064,462669.8286,5526684.471,133.5734,42.6083,-2.0539,63.8958,51.1458,124.6333,1.7083,0.59,88
1170,82.9318,454693.0157,5526268.674,120.7396,41.43,-2.0619,63.1083,49.99,124.8425,1.7167,0.5452,84
