x,y,Nitrat,huek_250_he,buek_200_bodtyp,clc5_2018,gk_1000,humus_1000,hyraum_tr,Thuenen_2019,mundialis,NDVI
439867.5062,5348134.367,0.42,469,32,3,762,7,10101,888,40,4227
461792.9205,5464903.945,1.6,263,5,2,24,5,3101,888,60,5621
478669.2456,5475455.648,8.5,559,2,16,615,7,6201,888,10,8723
489555.8213,5382990.577,3.36,524,2,3,598,5,6301,888,40,5382
531182.1429,5375188.769,18.05555556,567,28,16,579,7,6402,555,10,8727
554266.2122,5476914.861,25.5,544,28,12,603,5,6203,34,20,5941
565511.2174,5343356.07,16.8,324,15,3,515,12,4103,888,40,5629
428576.5399,5319448.972,5.72,1068,2,15,752,7,10101,10,20,7647
470004.7053,5442117.439,0.7125,263,32,3,24,12,3101,888,20,4230
503462.3127,5433018.595,46.16666667,521,32,15,597,5,6301,999,20,6440
428318.0971,5342541.524,10.24,1068,2,17,762,8,10101,888,10,8094
495506.5122,5445840.494,30.75555556,524,32,2,598,5,6301,888,40,6483
503523.3052,5433050.539,52.17,521,32,15,597,5,6301,999,20,6440
513400.177,5452968.675,19.26666667,530,32,3,603,5,6203,888,20,5530
559677.8869,5322234.191,37.85384615,321,12,15,33,3,4104,10,20,7499
578707.1677,5425973.275,58.725,515,2,15,596,7,6301,555,20,7721
437623.4489,5402707.754,46.86666667,267,14,15,33,7,3101,888,20,6631
459508.8009,5424819.824,36.03333333,263,15,14,24,12,3101,999,60,6323
490978.5409,5386861.755,41.3,524,14,12,598,5,6301,31,60,6586
511440.2379,5468781.29,23.51111111,548,32,16,607,7,6203,555,20,7464
522116.9263,5451206.256,35.3375,521,15,3,597,5,6301,888,40,5287
513897.4441,5372249.143,9.3,508,2,2,585,12,6302,888,20,5982
539973.5646,5406619.061,15.56,469,5,15,24,7,6301,888,20,7931
547671.5253,5319569.96,33.33333333,321,14,12,113,12,4104,160,20,6676
582012.0024,5279412.424,4.725,321,5,2,24,12,4101,10,60,7479
441048.1251,5406206.35,5.44,263,32,2,24,8,3101,888,40,6647
498326.3639,5404551.954,48.7,524,2,12,598,5,6301,80,20,6451
517062.9536,5454043.152,17.2875,530,15,11,603,7,6203,888,20,6719
579568.7784,5427375.695,11.2375,515,2,15,596,7,6301,10,60,8078
581497.0135,5280746.771,4.816666667,285,42,15,24,12,4104,10,20,7701
457387.2487,5427550.254,0.5,263,14,11,24,12,3101,888,20,5835
488827.0987,5346731.083,0.5625,508,2,3,585,12,6302,888,50,4701
527991.4046,5391762.012,60.58,469,32,2,24,5,6302,888,40,4994
605774.2234,5411856.847,0.875862069,480,14,12,94,5,6501,888,40,6784
452493.5967,5278856.919,14.675,321,5,3,602,7,6203,888,40,4524
515032.6289,5393714.252,11.7,508,15,12,94,5,6302,80,60,6214
582087.7095,5326237.248,23.83,321,14,12,113,5,4104,160,20,6078
440568.6543,5391311.919,11.47777778,1065,2,14,762,8,10101,160,20,7153
456511.9308,5405476.708,5.09375,559,2,16,615,7,6202,888,10,8495
528455.5002,5322898.95,38.53333333,321,32,12,113,5,4104,888,40,6652
420526.2387,5266341.921,37.92,321,32,15,85,0,10101,31,60,5752
476102.29,5477537.909,38.41428571,265,14,1,807,8,3101,888,40,4478
560514.4424,5419562.839,20,515,2,15,596,7,6301,10,20,8190
557572.0994,5346754.623,21.98333333,321,32,12,24,5,4104,555,20,7329
567108.0608,5471809.915,17.8,537,28,3,603,7,6203,888,40,5588
566854.9402,5352277.987,0.46,321,32,15,24,5,4104,888,20,6353
584831.9705,5390821.056,17.52,469,32,3,579,12,6402,888,40,3778
579679.6908,5283142.853,8.24,323,2,2,98,8,4104,888,40,7035
489226.0101,5430956.399,12.025,517,34,3,596,7,6301,888,40,7146
531056.1976,5367427.882,23.67777778,495,28,16,579,7,6402,888,10,8506
565635.7072,5462698.613,12.64,524,34,12,603,5,6301,50,20,6401
585500.3102,5393781.066,12.62857143,469,32,3,579,12,6402,888,40,4593
481195.2223,5462029.953,23.575,530,32,11,94,12,6203,888,20,7567
499285.0104,5432395.808,4.777777778,517,34,3,596,7,6301,888,40,5144
394540.5681,5292704.345,26.03333333,256,29,13,526,12,3103,110,20,7389
428603.0495,5395160.745,23.66,267,14,12,24,5,3101,92,60,6497
492784.9411,5366031.195,13.9,537,28,18,602,5,6203,888,10,7892
570996.4619,5469980.637,28.46153846,530,32,15,603,5,6203,555,10,7897
498695.2119,5393244.409,20.97692308,524,15,3,94,12,6301,888,40,3993
487859.5978,5367891.682,24.96,524,2,12,602,7,6203,555,20,6866
502309.7363,5395094.649,11.15,519,2,2,597,7,6301,888,20,6712
404329.6327,5344124.962,25.42222222,267,42,2,85,5,3101,888,50,6441
459677.715,5435544.694,27.365,263,14,16,65,7,3101,888,10,8413
493187.4069,5368581.479,34.63333333,530,28,16,602,7,6203,888,20,7254
444724.0182,5417795.957,32.38,263,14,2,85,7,3101,888,40,7506
478440.0736,5478349.218,8.0625,559,2,16,615,7,6201,888,20,8456
426891.6365,5372087.791,47.66,1065,2,13,834,12,10101,110,20,7290
496062.2648,5369760.883,18.72,464,2,1,444,5,6301,888,40,4588
581616.9066,5408900.083,8.2,576,5,3,583,7,6302,888,40,4227
582758.5331,5324545.016,24.98,321,14,15,113,5,4104,888,20,6581
428773.1954,5384033.134,30.1,267,15,1,94,5,3101,888,40,4821
489304.4441,5429515.979,21.975,517,34,15,596,5,6301,10,20,7812
462496.7037,5481903.283,0.5,263,5,10,24,12,3101,888,10,5742
484149.0586,5466300.328,0.44,467,32,3,24,7,6203,888,40,4965
528414.2586,5311238.942,1.9875,290,14,1,98,5,4104,888,40,5026
472460.6931,5471590.237,47.4,263,14,12,85,5,3101,10,60,5401
491652.9699,5430035.318,9.8,519,34,15,596,7,6301,888,40,8092
519586.9023,5428982.071,31.75263158,521,5,12,597,5,6301,999,20,6599
439857.5928,5413453.537,1.175,263,5,3,24,12,3101,888,40,5044
505558.4099,5373533.42,25.52,469,32,16,596,5,6301,555,20,4648
519292.9239,5400878.388,12.41666667,469,22,3,24,13,6301,888,40,2666
523088.3508,5320539.287,8.633333333,321,32,12,24,8,4104,34,60,7160
540999.8471,5343103.38,19.05,321,32,15,579,7,4104,888,20,7135
472044.8941,5471572.332,52.61111111,263,14,12,85,5,3101,33,60,5162
511080.2939,5449264.012,47.2625,524,17,15,597,5,6301,888,20,6018
551803.8635,5342411.843,11.08571429,321,32,3,24,5,4104,888,40,6412
548636.5381,5325061.39,53.68666667,290,14,12,223,12,4101,10,20,7034
560647.0207,5333979.971,41.73,321,12,15,33,7,4104,10,20,7796
412337.0839,5381189.247,6.425,267,32,3,24,12,3101,888,20,3036
415430.3808,5383082.724,1.42,267,32,16,24,5,3101,888,10,7211
451081.1846,5304967.574,15.27142857,530,28,15,602,7,6203,888,20,7758
472725.5261,5301258.049,4.54,573,5,27,579,7,6402,888,20,7608
476282.2447,5475494.718,61.3375,263,14,15,24,7,3101,888,40,5328
483003.467,5297424.342,46.45,321,17,12,113,7,4104,888,40,6328
516176.1062,5350408.674,26.08,495,15,12,579,7,6402,10,20,7644
408735.9026,5361113.177,42.15,267,14,12,85,5,3101,31,60,6270
510282.0729,5460302.015,23.36,469,15,14,999,5,6203,555,20,6348
539420.1801,5342709.09,26.875,321,32,15,579,5,4104,10,20,7661
560528.4918,5310808.266,32.625,321,14,15,113,8,4104,33,40,6284
570539.2603,5386093.302,16.225,569,28,15,579,5,6402,120,20,7450
579442.7469,5409125.012,18.5,576,5,3,583,12,6302,888,40,4493
577730.422,5393199.355,0.5,481,28,11,506,5,6402,888,40,7010
592967.3303,5387843.495,13.94444444,495,28,19,515,7,6402,888,20,6660
406061.8866,5349998.612,4.6625,267,42,12,24,5,3101,31,60,5781
421765.7375,5382615.708,6.1,267,5,16,24,8,3101,888,20,8703
580653.7613,5400925.041,3.28,567,5,15,579,7,6402,10,60,8249
425101.1023,5396896.523,35.02,267,32,12,24,8,3101,999,50,6809
505007.6456,5422974.535,56.1,524,14,1,598,7,6301,888,40,4657
555758.3772,5424592.826,34.25,517,2,12,596,7,6301,888,20,7376
567816.2425,5372668.815,30.23333333,569,17,15,579,5,6402,10,20,7221
402234.4585,5303557.061,55.68571429,267,32,12,94,5,3101,10,60,6775
510693.5163,5460311.472,21.6,469,15,14,999,11,6203,160,20,6097
508024.3649,5375650.466,14.7,469,32,15,596,5,6301,555,20,7548
523146.3064,5372018.129,10.31,303,17,14,579,7,6302,555,20,8459
533694.2516,5331251.316,51.0375,321,32,12,24,5,4104,10,20,7207
582356.6635,5425282.451,0.85,515,5,15,596,5,6301,888,20,5292
588832.9689,5387498.595,10.75555556,469,28,15,579,5,6402,10,60,7529
398514.1708,5319836.071,62.0625,267,14,12,85,5,3101,92,60,6440
411000.0256,5349243.959,2.6,267,32,12,85,5,3101,888,10,6685
416061.046,5359290.927,45.08888889,267,15,3,94,5,3101,888,40,5135
426835.6967,5286776.698,1.157142857,290,2,18,747,8,10101,888,10,8523
528752.9688,5332303.973,26.21818182,324,2,15,223,7,4104,10,20,6431
397828.8826,5315182.533,5.255555556,267,17,7,24,7,3101,888,20,6532
415496.2708,5358664.165,38.5625,267,15,12,24,5,3101,888,60,5669
508561.3242,5447199.896,43.80769231,524,15,12,598,5,6301,34,20,6242
566282.4155,5363018.537,38.16666667,324,5,15,579,12,4104,555,20,6758
393533.7872,5293185.024,28.15555556,267,15,12,85,5,3101,130,60,7120
472604.7231,5495162.903,0.44,263,15,15,24,5,3101,160,20,6373
473608.2905,5479680.079,12.24444444,263,14,3,24,5,3101,888,40,6152
510945.4004,5448659.315,52.425,524,15,3,598,5,6301,888,20,4879
418746.9528,5382085.882,0.5,267,5,16,24,5,3101,888,10,7840
415821.1113,5370428.442,4.76,267,5,16,24,7,3101,888,10,8589
463104.5044,5447221.992,12.47777778,263,2,2,65,7,3101,888,20,5068
519731.7407,5391432.232,14.37777778,508,14,15,585,5,6302,10,20,6657
535650.3464,5381196.325,9.116666667,505,17,14,583,7,6402,555,20,8050
420059.4601,5295035.582,4,321,2,15,708,8,10101,10,20,8149
439684.6391,5304406.708,5.809090909,498,2,15,833,7,10101,10,20,8258
461672.0685,5479285.294,1.8625,263,5,2,24,13,3101,888,20,5871
392374.4204,5291447.855,41.75555556,267,15,12,94,5,3101,130,40,6022
409869.4576,5345251.514,32.38,267,15,12,583,5,3101,130,60,5763
407779.265,5313820.913,5.177777778,267,5,15,85,5,3101,555,10,7348
413971.8029,5355049.623,4.7375,267,32,2,24,12,3101,888,40,5467
445831.2077,5422312.941,0.577777778,263,5,15,24,5,3101,555,20,6423
463663.1821,5463109.649,18.64166667,263,5,12,24,7,3101,888,20,5751
470422.5291,5443185.539,3.1125,263,32,3,24,5,3101,888,40,5993
581102.2364,5281626.082,5.575,321,42,15,113,12,4104,555,10,7850
417117.6167,5369590.808,4.3,267,14,2,24,5,3101,888,40,5579
556457.3211,5487503.632,49.95111111,544,32,21,604,5,6203,888,20,6486
412644.3638,5366641.971,64.5375,267,14,2,85,5,3101,888,40,5646
473956.2455,5495531.711,17.875,263,15,11,24,5,3101,888,40,4240
598030.3006,5395585.284,15.78,495,28,18,579,7,6402,888,10,7318
404500.6523,5267020.651,22.43333333,321,32,12,24,8,6203,999,20,6302
419876.5081,5369460.887,25.76,267,14,16,24,12,3101,888,10,8502
442813.4,5422074.997,3.066666667,263,5,16,24,5,3101,888,20,7572
494087.031,5289272.921,18.13,321,20,16,113,7,4101,888,10,7785
559325.8777,5312142.074,44.075,321,14,7,113,8,4104,34,60,6022
391527.8505,5278317.117,17.55555556,267,32,15,24,5,3101,999,60,6748
497995.4844,5405738.488,31.4,524,2,15,598,5,6301,10,60,6723
531086.2024,5401332.184,5.363636364,515,2,16,596,7,6301,888,10,8506
532543.747,5329140.005,24.53,321,32,12,24,5,4104,34,60,7144
543742.9561,5300752.04,21.25,290,17,16,98,8,4101,888,10,6938
408391.995,5347390.653,10.725,267,32,15,24,5,3101,10,20,6551
418125.9965,5276810.022,5.82,321,32,3,602,8,10101,888,40,6430
436524.867,5410831.491,1.166666667,263,5,2,24,5,3101,888,40,5645
431039.8639,5402680.609,19.825,267,14,12,85,8,3101,41,60,5563
547321.8194,5319246.281,37.33333333,321,14,17,113,12,4104,888,10,6663
418527.0471,5379746.766,0.5,267,5,3,24,5,3101,888,20,5888
515804.4679,5446004.363,17.23333333,469,32,3,94,12,6301,888,40,2183
576089.0832,5298492.561,15.225,321,14,2,24,8,4101,888,20,4839
407825.3166,5353644.214,21.60833333,267,14,2,24,8,3101,888,40,6059
466022.1903,5309208.938,0.5,467,5,2,24,5,6301,888,20,5219
515303.6104,5446125.238,3.7,469,32,3,999,12,6301,888,40,2198
545984.2629,5420907.315,6.7,515,2,17,595,7,6301,888,10,8048
404821.4193,5310255.733,55.01111111,267,14,12,94,5,3101,888,40,5850
491077.2457,5296974.69,21.25,321,12,15,33,8,4104,10,20,7614
535527.4611,5323670.298,44.93333333,299,14,2,515,7,4104,888,10,6620
547706.0248,5318243.188,38.45555556,321,14,12,98,5,4104,41,60,6441
543857.2693,5274699.138,20.23333333,321,14,14,24,12,4104,160,20,7502
461106.2642,5449777.035,31.8,263,2,1,85,7,3101,888,40,5047
464507.8616,5452971.671,50.81111111,263,14,1,85,7,3101,888,40,4654
547763.7312,5319411.554,36.625,321,14,12,113,12,4104,91,20,7045
406220.8455,5346730.903,3.3,267,14,2,85,5,3101,888,20,5630
450469.3585,5434691.971,2.96,263,5,16,999,11,3101,888,10,6510
457031.8208,5453088.732,0.471428571,263,32,18,24,8,3101,888,10,8318
535610.3961,5391982.016,24.87,508,2,12,585,7,6302,888,20,7803
585141.6349,5390725.344,14.39230769,495,32,16,579,12,6402,888,20,6553
419229.7494,5366192.203,18.8625,267,5,12,24,5,3101,999,20,5536
466578.0882,5468181.634,50.15555556,263,2,3,65,7,3101,888,40,3058
547114.7635,5317953.426,35.45454545,321,14,12,113,5,4104,888,40,6105
592079,5385186.024,21.18333333,469,5,3,579,5,6402,888,10,6707
589048.8331,5380546.445,25.48888889,495,32,15,579,7,6402,10,20,7899
398784.8122,5337912.486,8.375,267,42,16,24,7,3101,888,10,8834
395364.4533,5324312.092,18.92,267,42,12,24,5,3101,92,60,6198
393546.9438,5301221.963,7.075,267,17,16,24,5,3101,888,10,7536
412341.4705,5368742.147,52.2,267,14,2,85,5,3101,888,40,5399
532938.2045,5330025.803,26.24444444,321,32,12,24,5,4104,34,20,6092
546646.3167,5318128.451,42.77777778,321,14,12,113,7,4104,10,60,7173
417770.9572,5274436.557,10,321,2,3,602,8,10101,888,20,5465
531132.188,5315197.752,36.16666667,290,14,15,515,8,4101,10,20,6846
546802.2677,5317532.161,38.22222222,321,14,12,113,5,4104,888,20,6861
407527.3834,5345595.437,1.225,267,14,16,85,5,3101,888,20,7037
415244.3265,5377425.717,2.96,267,36,15,24,7,3101,92,40,7350
413895.9785,5362795.967,18.8625,267,5,15,85,5,3101,888,20,6730
546773.5552,5316853.23,17.14444444,321,14,2,98,5,4104,888,40,6578
563793.1156,5304665.18,40.675,321,2,12,113,3,4104,91,60,7294
591352.9422,5386204.089,17.54,469,12,3,579,12,6402,888,40,4079
394644.6138,5277993.17,28.42727273,267,14,12,520,5,3103,999,20,6214
408949.0883,5366728.329,5.8875,267,42,16,24,8,3101,888,10,8643
417637.394,5363094.455,36.8375,267,15,4,94,5,3101,888,40,5612
435740.1488,5323169.26,5.9,1068,2,15,752,8,10101,555,20,7994
511685.0554,5429227.053,38.98,469,32,3,999,12,6203,888,20,6900
524404.8832,5326328.253,25.7,290,14,15,223,8,4104,10,20,7191
547307.7623,5318136.747,58.52222222,321,14,12,113,5,4104,41,20,6336
519769.7116,5361561.212,14.92,571,28,16,579,7,6402,888,10,8528
563835.4944,5362249.633,0.5,324,5,15,579,8,4104,10,20,7326
585225.4168,5390455.443,14.44285714,469,32,3,579,12,6402,888,40,4896
403092.602,5337331.259,28.2875,267,14,12,85,5,3101,888,20,6260
466193.1804,5463252.579,0.433333333,263,32,3,85,12,3101,888,40,5941
463843.1105,5446628.888,0.5,263,14,11,65,7,3101,888,10,5492
396098.6663,5299211.496,43.3625,267,32,12,24,5,3101,33,50,6273
410539.1841,5351082.257,0.45,267,14,16,85,5,3101,888,10,7337
424195.4543,5377458.659,33.68,267,14,3,94,12,3101,888,40,6714
393488.0427,5276016.994,28.03333333,267,32,15,24,5,3101,10,20,6230
418749.988,5284478.616,5.673333333,1068,2,15,747,8,10101,888,20,8238
438630.0328,5402316.86,12.99411765,267,14,2,85,12,3101,888,40,6684
461630.0817,5491611.457,0.5,263,5,12,24,5,3101,888,20,6823
510090.6439,5427397.806,24.56,469,32,3,603,5,6203,888,40,5839
546172.6297,5318523.109,31.13333333,287,14,12,113,7,4101,10,20,6557
412437.4523,5370022.663,60.7875,267,14,12,85,5,3101,888,40,7178
407082.7205,5337330.905,10.175,267,32,12,24,5,3101,888,20,5645
417141.4289,5377221.43,0.5,267,32,12,24,5,3101,92,60,5970
422528.3655,5338848.054,11.67777778,1068,2,15,762,7,10101,888,10,8407
490958.3113,5288813.051,10.625,321,14,16,113,7,4104,888,20,5125
546186.956,5319588.957,26.71111111,287,12,15,33,7,4101,10,20,7420
398400.0655,5307110.59,77,267,15,12,24,5,3101,92,50,6864
394781.4511,5298299.099,43.65555556,267,14,12,24,5,3101,999,20,6913
417286.6028,5337684.241,37,557,14,15,607,7,3103,10,20,8029
459600.9402,5492361.168,0.488888889,263,32,21,24,5,3101,555,10,7205
461997.8676,5440914.447,10.18571429,263,32,15,65,5,3101,999,40,6647
471746.0604,5483835.418,25.2625,263,14,2,85,5,3101,888,20,5106
532606.6259,5429563.894,7.78,519,2,16,596,7,6301,888,10,8715
528524.5095,5418456.927,58.8125,521,2,16,598,5,6301,888,10,8143
532720.8809,5326939.332,10.03333333,321,32,15,24,5,4104,555,20,7192
413002.7992,5280366.005,3.814285714,267,2,15,24,7,10101,10,20,7664
473265.4018,5435024.77,58.175,524,17,12,94,5,6203,555,20,6226
515996.297,5427924.598,50.95,530,28,13,598,5,6203,110,20,7010
585349.3344,5392231.783,18.58,569,28,1,579,12,6402,888,20,4704
396244.9867,5297700,43.55555556,267,15,12,24,5,3101,120,60,6307
391342.867,5288732.93,17.23333333,267,17,16,999,7,3101,888,10,7570
406287.6879,5267943.159,7.4875,321,14,12,24,8,6203,160,20,6647
416617.7602,5325320.332,21.67777778,267,5,3,85,5,3101,888,50,4225
519906.6427,5324309.082,14.62,321,32,2,579,8,4104,888,40,6360
563936.7537,5340902.844,53.5,321,5,12,237,5,4104,888,60,6645
461404.0739,5450763.612,1.077777778,263,2,18,85,7,3101,888,10,7026
559804.087,5329266.939,37.31,321,5,3,237,12,4104,888,40,4386
420040.4005,5275700.632,6.533333333,1065,2,17,747,8,10101,888,10,8364
586984.025,5383421.022,13.6875,495,28,16,579,5,6402,888,10,7402
469996.7355,5466611.297,1.777777778,263,2,16,65,7,3101,888,10,8215
527920.5153,5320075.802,25.675,321,14,2,516,7,4104,888,50,5749
551623.9858,5331816.113,39.94,324,14,15,223,7,4101,10,20,6328
576521.9061,5301285.513,12.85,321,14,12,24,8,4104,91,60,7821
592077.6859,5385099.613,16.35,469,5,3,579,5,6402,888,40,6707
468457.3132,5465362.766,0.366666667,263,2,17,65,7,3101,888,10,8145
488437.3066,5411052.084,22.81666667,548,32,15,604,7,6203,10,20,7261
533811.0804,5318131.543,56.83333333,299,14,12,515,7,4104,10,60,7139
594816.5866,5380656.313,0.5,324,12,12,24,5,6402,888,20,7367
403913.7231,5276905.009,12.9,267,32,12,24,8,6202,555,10,7639
504984.6763,5388530.33,29.16,517,2,15,597,5,6301,888,20,7055
531200.1307,5406452.151,10.58333333,469,5,3,24,7,6301,888,40,5177
562769.5497,5303747.485,13.5,321,2,12,113,8,4104,10,20,7301
419010.8689,5374380.963,2.86,267,32,16,24,5,3101,888,10,8666
423369.1296,5267874.227,6.45,321,14,11,85,12,10101,888,20,7159
459229.9504,5293606.971,55.603125,537,28,16,602,7,6203,888,10,8492
404602.5917,5277017.634,9.083333333,267,32,3,24,8,6202,999,20,7184
472652.6412,5493600.592,0.5,263,32,15,24,5,3101,999,40,6638
495624.37,5401737.038,32.08,515,14,2,597,5,6301,888,20,4843
489735.0425,5286449.002,31.18333333,286,14,12,514,8,4101,50,20,6069
548456.327,5342403.322,22.27142857,321,32,15,24,5,4104,31,60,5584
582904.9525,5323838.1,18.74,321,14,12,113,5,4104,91,50,6438
423052.2239,5268000.219,5.3,321,14,15,85,12,10101,555,20,6495
467922.5142,5477110.073,26.2875,263,2,17,65,7,3101,888,10,5790
510035.7006,5432295.791,43.96666667,469,28,2,603,5,6203,888,20,6923
584164.5846,5326654.227,35.8,314,42,12,24,11,4104,10,60,7038
405286.2345,5343594.236,37.1,267,14,12,24,5,3101,41,60,6082
418840.8934,5332219.66,4.65,559,32,15,608,8,10101,888,20,8294
575538.3884,5295394.883,8.9,290,32,15,98,8,4104,10,10,7843
407280.4857,5330391.365,6.8875,267,32,12,24,5,3101,555,20,5778
409665.843,5278705.279,2,469,32,15,659,7,10101,10,20,7677
582761.4325,5406346.033,15.23333333,573,5,3,579,7,6402,888,20,6332
417835.2917,5372973.437,0.46,267,14,16,24,5,3101,888,20,7445
427113.6729,5267106.575,14.6952381,321,14,16,999,11,10101,888,10,4414
463749.262,5486554.458,7.7375,263,14,2,65,13,3101,888,40,4614
533066.3881,5334744.944,29.51,286,2,17,223,7,4101,888,10,7546
401151.9442,5307185.624,48.8375,267,32,12,583,5,3101,999,60,5928
559890.6501,5331146.434,36.21818182,321,5,3,237,8,4104,888,40,5422
474215.0382,5491572.286,0.5,263,32,12,24,5,3101,91,40,6576
469227.0002,5470926.503,43.38888889,263,14,2,24,12,3101,888,20,4306
507801.5615,5416369.826,41.85,524,14,12,94,5,6301,999,20,6416
505611.3886,5373951.197,26.6,469,32,3,24,12,6301,888,40,6647
412143.512,5362990.517,31.4875,267,14,12,85,5,3101,888,40,5865
460325.5489,5450158.811,11.1,263,5,3,33,8,3101,888,40,4742
579028.1386,5341758.667,24.925,321,14,12,24,8,4104,555,20,6639
421365.9486,5368883.112,5.175,267,32,3,24,12,3101,888,20,3987
470171.577,5469884.898,45.425,263,14,2,24,12,3101,888,20,4310
581479.7175,5310606.59,13.86666667,314,42,2,24,8,4104,888,20,6871
396167.7625,5328121.324,65.16666667,282,15,12,24,12,3106,888,60,6643
395334.2431,5297032.675,32.35,267,32,12,24,5,3101,31,60,6674
474581.8853,5437059.965,39.8375,530,32,12,598,5,6203,999,20,6087
580703.9466,5304050.56,3.475,321,14,12,113,8,4104,10,60,7438
408724.3619,5333315.611,2.3875,267,5,15,24,5,3101,10,20,8059
438179.1797,5378987.085,4.366666667,1065,2,17,834,8,10101,888,10,8182
462359.7159,5439722.987,5.133333333,263,32,15,65,5,3101,888,20,6365
525130.5998,5420595.526,50.8,524,14,15,603,7,6301,10,20,6709
415092.024,5376605.951,0.44,267,5,12,24,7,3101,33,60,6414
421995.6829,5273122.188,8.422222222,1068,2,17,834,8,10101,888,10,7702
467303.7501,5446164.393,0.5,263,5,16,65,7,3101,888,10,8705
536430.1244,5427717.583,17.13333333,521,32,2,597,7,6301,888,40,6086
578616.4561,5340825.607,5.616666667,321,5,15,24,5,4104,160,20,7834
409728.4878,5358820.131,6.7625,267,14,16,85,5,3101,888,10,6848
411340.7015,5371569.584,5.825,267,42,12,24,5,3101,181,60,6451
405679.2218,5341439.548,17.32222222,267,32,12,24,7,3101,999,60,6694
465223.6174,5455293.75,8.911111111,263,14,18,85,7,3101,888,40,7402
534925.7813,5431436.096,26.49,515,2,17,595,7,6301,888,10,8200
537914.552,5296946.091,13.175,286,14,12,98,8,4101,555,20,7459
580471.6709,5306036.477,12.78333333,321,5,12,24,8,4104,10,20,6989
547402.7352,5295800.624,18.15,321,14,2,113,5,4104,888,40,3864
580886.3876,5331662.069,30.5,321,14,12,24,5,4104,888,20,5333
591707.7846,5386633.918,24.15,495,15,2,579,12,6402,888,40,6317
589892.5077,5383286.363,0.5,495,5,15,579,5,6402,10,20,7707
399320.6722,5312291.562,31.16521739,267,32,15,24,5,3101,10,60,6256
394730.4731,5273313.394,16.11666667,267,17,3,24,5,3101,888,20,3720
519769.7194,5377899.646,16.68333333,464,32,12,585,7,6302,888,60,5236
531290.9948,5331779.093,42.91,324,14,12,237,7,4104,60,20,5433
591547.8553,5386384.04,18.03,495,15,1,579,12,6402,888,40,4447
519526.8163,5377827.658,28.36666667,469,32,12,585,7,6302,10,20,5668
536482.9355,5334510.07,9.425,321,32,16,24,7,4104,555,20,7868
537489.5868,5344581.15,33.5,568,28,15,516,5,6402,555,20,7740
559160.2321,5321428.5,34.95555556,321,14,12,33,3,4104,10,20,7088
575974.2021,5296970.272,12.125,321,14,2,24,8,4104,888,20,5434
593510.0701,5378520.209,25.61111111,311,28,21,515,7,6402,888,20,7805
392042.3398,5277732.004,40.85,267,17,2,24,5,3101,888,40,7281
472664.1881,5455851.432,0.5,263,32,12,65,5,3101,888,20,7097
516514.9531,5373156.555,0.6,576,34,3,585,12,6302,888,40,3930
509585.1868,5375527.293,9.1,469,32,15,596,5,6301,160,20,7792
536976.5981,5337032.533,9.37,321,5,15,24,7,4104,10,20,7981
488973.1053,5292772.575,38.93333333,321,12,15,33,7,4104,555,20,7763
516036.2875,5442889.631,67.66666667,521,22,1,94,12,6301,888,20,3643
534400.8357,5396560.179,4.905,515,2,16,596,7,6301,888,10,8691
464488.9886,5488853.456,0.5,263,14,18,65,7,3101,888,10,8143
489717.3705,5292380.764,50.65,321,12,12,98,7,4104,31,60,7164
409041.7268,5340320.899,0.542857143,267,32,12,24,5,3101,92,60,6636
410845.0789,5331653.93,0.6,267,5,3,24,12,3101,888,40,5259
493627.209,5292311.795,63.7,321,14,12,113,5,4104,555,20,5041
510160.5273,5378217.515,18.71538462,508,14,12,585,7,6302,888,20,7167
546143.8097,5346432.828,22.38333333,324,28,16,515,5,4104,888,40,5795
458977.9971,5425948.426,8.175,263,2,11,85,12,3101,888,40,6523
458398.2715,5277887.326,24.15,324,14,12,94,5,6302,34,20,6134
395636.1622,5296459.895,28.9875,267,32,3,24,12,3101,888,40,4808
458094.3536,5433143.57,7.411111111,263,2,18,85,7,3101,888,10,8493
472667.6453,5471373.297,48.66153846,263,14,12,85,12,3101,34,20,5389
502119.7774,5372007.027,17.14,469,32,15,24,7,6301,10,40,6068
592527.5156,5393681.152,2.983333333,568,2,16,418,7,6402,888,10,8278
431159.0666,5380606.481,29.94,1065,2,14,834,8,10101,888,20,7316
428148.2465,5282075.645,2.433333333,290,2,17,834,8,10101,555,10,8388
503068.3869,5371792.043,21.425,469,2,12,597,5,6301,34,60,6537
559650.5636,5333147.576,38.14545455,321,12,12,237,5,4104,50,40,6942
578705.9366,5293885.942,11.2,321,14,15,24,8,4104,10,20,8392
453448.1923,5423579.364,1.4,263,14,16,85,8,3101,888,10,8209
465888.4333,5486344.418,8.125,263,14,17,65,7,3101,888,10,8247
414638.6176,5384255.058,2.366666667,267,42,12,24,5,3101,999,20,7108
465723.345,5465218.85,29.4,263,14,12,85,7,3101,888,20,5842
502928.0354,5372206.134,20.45,469,32,15,597,5,6301,10,20,6912
559103.5096,5328455.212,23.43,321,5,3,24,12,4104,888,40,3215
557226.4944,5319044.048,36.33333333,321,12,17,33,7,4104,888,20,8256
414978.4452,5388073.524,6.12,267,42,16,24,8,3101,888,10,8139
571054.5026,5357632.408,1.228571429,321,32,16,33,8,4104,888,20,7335
396630.6214,5270728.488,5.9,267,32,15,24,0,3101,555,20,8114
456933.8368,5442905.781,10.78888889,263,14,2,33,5,3101,888,20,6552
467987.4872,5477967.758,23.27777778,263,14,12,65,7,3101,888,50,5718
