x,y,Nitrat,huek_250_he,buek_200_bodtyp,clc5_2018,gk_1000,humus_1000,hyraum_tr,Thuenen_2019,mundialis,NDVI
508470.1711,5315545.556,19.14,290,5,1,223,5,4104,888,40,4571
504002.1023,5285550.515,31.9,321,14,12,29,8,4101,888,40,6425
537001.9764,5445341.549,35.165,517,2,16,597,5,6301,888,10,7884
547336.5467,5316370.432,10.63333333,321,14,16,98,5,4104,888,10,8634
565188.812,5481535.979,43.48888889,544,34,3,607,5,6203,888,40,5352
569942.0209,5361419.998,18.2,324,5,3,24,12,6402,888,40,4690
573597.159,5311783.205,18.26666667,299,5,15,514,7,4101,888,20,7328
467747.506,5304041.903,13.82,505,17,12,579,7,6302,34,20,7475
478951.0067,5378796.318,26.9,544,17,12,602,7,6202,160,20,7647
502805.5812,5289272.031,14.45714286,290,14,16,98,8,4101,888,10,7629
514958.896,5488783.237,10.875,557,32,15,612,7,6201,555,10,7489
513512.3424,5440775.465,52.07142857,469,32,15,24,5,6301,160,20,6734
534786.0978,5502617.66,44.65555556,548,15,12,94,5,6201,555,60,5620
534305.907,5357370.885,20.4,571,28,15,579,7,6402,888,40,7924
532436.6388,5341837.116,41.2,568,28,15,514,7,6402,888,10,8319
534029.1978,5285770.542,21.475,290,5,12,98,8,4104,160,20,7045
543827.1981,5439113.071,22.2125,515,2,18,596,7,6301,888,10,8680
548595.4633,5464847.803,30.9,537,28,2,603,7,6203,888,20,6467
552323.6253,5382425.693,10.38888889,505,32,15,583,7,6302,555,20,7688
557450.0028,5278552.673,22.625,321,2,15,98,8,4104,10,20,8072
583528.2105,5419693.699,16.41428571,515,2,15,596,5,6301,555,20,7608
584740.5884,5391152.109,17.51428571,469,32,3,579,12,6402,888,40,2563
478663.173,5420595.584,16.1,524,2,12,598,5,6301,91,40,6206
484830.7757,5396700.053,19.73333333,544,17,1,602,7,6203,888,40,4897
480497.3795,5315979.511,9.48,505,2,15,583,7,6402,10,20,7716
475669.4034,5296075.127,68.77857143,287,14,15,514,8,6402,10,10,6678
496417.1571,5358809.283,14.625,508,2,15,585,7,6302,10,10,6915
509263.1392,5349008.155,17.11428571,571,28,2,579,7,6402,888,20,8245
504937.5984,5326993.004,7.15,571,28,14,579,7,6402,888,20,8281
525595.4798,5464025.173,12.5,530,32,3,603,7,6203,888,20,6586
527123.9779,5457415.806,5.68,530,28,16,603,7,6203,888,10,8336
533903.1959,5290442.758,60.625,290,14,12,514,8,4101,10,20,6848
542339.2616,5494465.376,37.15333333,544,32,15,604,7,6203,160,20,6966
553282.188,5352744.667,18.075,324,5,2,579,5,4104,888,20,5525
562451.6541,5292028.034,11.675,324,12,15,33,8,4104,888,10,8428
404756.4847,5304751.138,7.225,267,32,3,24,5,3101,888,40,4927
454863.5157,5348332.332,6.16,559,3,17,612,7,6202,888,10,8178
471769.957,5298359.188,33.40625,286,17,15,514,7,6402,10,60,7309
478813.1474,5425338.681,14.05,524,14,15,598,7,6301,555,20,7221
479822.6417,5402402.869,11.21666667,559,2,2,615,7,6202,555,20,6723
477528.6454,5379543.011,18.36,548,32,2,610,7,6202,888,20,5514
480032.6346,5299218.914,27.64444444,286,17,15,514,5,6402,555,20,7106
517867.463,5382805.706,11.9,469,32,3,24,5,6301,888,40,7427
546961.0514,5460684.393,15.4,469,32,14,607,5,6203,999,20,6914
541688.1936,5271855.282,19.12,321,14,3,24,12,4104,888,40,5150
395174.3506,5308026.264,17.71111111,267,17,16,24,7,3101,888,10,8452
473512.2625,5492185.032,0.5,263,32,4,24,5,3101,92,60,5642
476401.042,5380358.632,13.62222222,537,28,18,610,7,6203,888,10,8005
487327.6547,5315303.533,0.5,469,32,3,579,7,6402,888,40,5137
534540.9207,5438983.154,14.26470588,515,2,17,596,7,6301,888,10,8729
549045.0128,5318931.271,50.85555556,321,14,16,33,5,4104,888,10,7577
549644.0085,5467604.666,31.3625,537,28,15,603,7,6203,888,20,6987
564783.5845,5400820.351,3.23,505,2,15,583,7,6402,888,10,8103
444276.7722,5410764.515,13.58888889,263,32,12,24,12,3101,888,20,6288
451903.7567,5340647.323,5.5875,559,3,17,834,8,6202,888,10,8262
473936.0358,5360853.47,59.32,537,28,16,602,7,6203,888,20,7694
474794.6901,5352787.636,11.95,521,34,15,594,7,6301,10,10,7208
480889.8809,5416888.036,39.25,469,14,3,607,12,6203,888,20,6430
478567.1674,5375818.509,34.51176471,544,32,17,602,7,6203,555,10,8191
483599.1726,5312355.686,9.766666667,469,32,11,579,12,6402,888,40,6410
511979.8365,5363803.283,10.59230769,505,17,2,583,7,6402,888,20,7417
516508.1879,5458025.499,19.46842105,469,32,15,603,5,6203,10,20,7163
519457.0161,5378423.668,25.47,469,32,15,585,7,6302,160,20,4937
531706.8663,5366652.162,11.61111111,303,17,15,579,7,6402,555,20,8491
531762.2614,5360327.961,18.42222222,495,5,15,579,7,6402,555,20,7776
533781.1195,5344590.979,57.325,568,28,16,579,7,6402,888,10,8216
544191.0736,5452066.918,20.0875,524,5,15,598,5,6301,10,20,6702
545783.229,5358125.579,13.9,495,32,16,579,7,6402,888,20,8171
553283.2456,5333213.895,43.66,324,14,17,237,8,4104,888,10,7303
395436.2667,5278999.789,36.65,256,29,13,94,12,3103,110,20,7297
470360.8913,5463732.785,0.366666667,263,2,17,65,7,3101,888,20,7682
463869.013,5363593.248,41,544,17,17,610,7,6203,888,20,7692
477343.8493,5493700.54,23.9375,1065,2,15,836,8,10102,91,10,8682
480020.6124,5418219.504,15.775,530,14,3,603,5,6203,888,40,4513
479982.6031,5309314.828,14.175,469,32,2,579,7,6402,888,20,4659
544656.9208,5453487.279,34.375,524,14,12,598,5,6301,888,10,6802
555499.6549,5468490.233,10.9625,469,32,15,607,7,6203,10,20,7377
558672.2041,5419828.725,8.083333333,515,2,17,596,7,6301,555,10,7847
551793.7892,5394410.912,12.7,469,17,2,585,12,6302,888,40,4826
464575.6431,5362931.62,45.76,544,17,15,610,7,6203,555,10,7443
483636.1158,5315896.257,13.725,573,32,11,579,7,6402,888,20,7705
526508.1939,5470182.675,19.2,537,32,15,604,7,6203,888,20,7845
525421.3148,5322624.064,18.58,321,5,3,24,5,4104,888,40,4585
536601.9989,5456023.996,47.62,524,14,14,598,5,6301,160,60,6960
547882.4538,5318872.337,52.376,321,14,12,113,5,4104,91,20,6466
551111.5545,5491513.763,26.62666667,544,32,15,607,7,6203,10,20,7269
553063.4511,5297879.807,7.4,290,17,18,98,8,4101,888,10,8492
567004.7829,5306385.38,23.51666667,321,2,1,223,3,4101,888,40,4798
578303.3959,5444776.686,3.5,530,34,16,598,7,6203,888,20,6376
584650.6563,5392359.739,26.68,569,15,1,579,12,6402,888,40,3987
457262.5976,5295035.838,49.425,530,28,16,602,5,6203,10,20,7462
471612.9424,5361527.113,26.88333333,537,28,17,602,7,6203,888,20,8185
476829.9019,5343970.205,13.3,513,2,17,585,5,6301,888,10,7236
477959.5206,5318584.97,56.26666667,505,2,12,583,7,6402,10,20,7063
489798.7704,5456219.334,24.03333333,524,32,3,598,12,6301,888,20,6202
498253.3633,5339557.963,5.8,573,17,15,579,7,6402,10,20,7443
519602.0887,5485837.33,46.34,548,4,15,610,7,6201,10,20,6478
520751.3208,5376498.248,19.88333333,469,32,3,583,12,6302,888,40,3634
533829.2234,5447964.541,63.87647059,521,34,12,597,5,6301,33,60,6607
534700.6583,5365512.232,18.78888889,495,28,16,579,7,6402,888,10,8596
537464.6464,5352122.904,24.21111111,495,32,15,579,8,6402,555,20,8170
549320.2406,5494876.685,31.40434783,544,32,15,607,7,6203,10,20,6604
581831.766,5398869.044,14.15714286,495,28,16,579,7,6402,888,10,7592
586291.0323,5416305.054,68.25,576,2,12,583,5,6302,555,10,7531
396567.8147,5302317.553,62.6125,267,14,12,24,5,3101,999,40,5103
394696.5393,5278566.991,25.71111111,256,29,2,520,12,3103,888,20,6559
399894.5146,5266321.934,10.1,321,32,11,24,7,6203,888,20,6102
466218.1528,5441397.328,39.6875,263,5,18,65,5,3101,888,40,7184
464318.8548,5368231.485,11.1,537,17,18,610,7,6203,555,20,7832
480650.8554,5416578.156,26.175,469,32,3,607,12,6203,888,20,6800
532079.9639,5446176.23,33.68,521,32,3,94,5,6301,888,40,5892
525474.4545,5322118.016,39.75,321,14,3,24,5,4104,888,50,4956
550699.667,5491472.106,22.28,544,15,3,607,7,6201,888,40,5477
554413.7953,5399475.895,1.74,576,34,15,583,7,6302,888,20,7743
574295.0135,5447889.444,15.76666667,530,46,16,603,7,6203,888,10,7900
582231.6483,5399291.939,19.5,495,28,3,579,7,6402,888,10,4881
585325.3722,5392461.676,1.671428571,569,28,10,579,12,6402,888,40,3772
395077.3823,5293968.887,45.35555556,483,17,2,526,12,3103,888,20,6730
429930.5208,5398165.528,5.3,267,32,16,24,5,3101,888,20,7372
466258.1642,5441282.355,44.1375,263,2,18,65,5,3101,160,20,6860
492092.8126,5420485.484,34.05,467,14,2,598,5,6203,888,40,5341
535950.3919,5449545.94,27.1,524,15,3,598,12,6301,888,40,3462
555800.2692,5333498.892,33.54,324,14,12,237,7,4104,888,40,6654
584164.0382,5446090.328,54.54,516,2,18,597,7,6301,888,10,7911
576559.0465,5430589.41,36.26666667,516,2,15,596,5,6301,555,20,7161
580472.3527,5402677.534,16.44444444,571,28,15,579,7,6402,888,10,8016
509430.9978,5443761.31,32.63571429,469,15,15,94,5,6301,888,20,4810
558183.3574,5314608.076,27.42727273,321,14,15,223,8,4104,10,20,6811
563769.4225,5488318.38,18.55,530,34,12,603,7,6203,34,60,6871
578628.249,5448052.347,2.9,521,17,3,598,7,6301,888,40,3071
438814.0504,5413078.666,13.33333333,263,5,12,24,5,3101,888,40,7654
466388.0445,5363173.465,29.85,544,17,2,602,7,6203,888,40,6648
514608.7879,5348829.294,9.82,495,5,17,579,7,6402,888,10,7799
547021.1468,5500263.551,35.82666667,544,32,15,24,5,6203,10,20,6750
550372.36,5394122.055,19.1,469,17,3,585,12,6302,888,40,4416
556248.0492,5333211.486,27.43,324,14,12,515,8,4104,10,60,8290
568670.4125,5476166.193,42.49090909,537,28,15,603,7,6203,888,40,7051
578645.2803,5447931.394,15.5,521,17,3,598,7,6301,888,40,6294
582011.7546,5399338.859,21.21428571,495,28,3,579,7,6402,888,30,4612
577414.4769,5370817.389,51.3,495,28,12,516,5,6402,91,60,6232
464572.1505,5366193.467,16.81666667,544,17,15,602,7,6203,10,20,7671
490861.2991,5375798.442,41.525,530,2,12,598,5,6203,888,20,6769
564718.7281,5336994.065,11.6047619,324,15,12,237,5,4104,888,20,6824
449739.6855,5331039.443,5.666666667,559,3,17,612,7,6202,888,10,6972
473986.5831,5477291.976,9.533333333,263,14,14,24,5,3101,999,40,5777
468307.3623,5470698.611,15.93333333,263,32,2,24,12,3101,888,10,7259
465785.2367,5438053.407,8.214285714,263,14,3,24,5,3101,888,20,6071
472060.7772,5362593.767,31.925,537,28,17,602,7,6203,888,10,8025
586110.2403,5438852.985,60.12,517,2,15,596,5,6301,888,10,7031
588053.3956,5415248.988,10.72,576,5,12,583,7,6302,10,20,6993
602294.6374,5415999.184,49.44444444,482,17,12,512,5,6501,31,20,6415
418742.0146,5269245.763,4.611111111,321,14,15,85,8,10101,160,20,7851
438938.9058,5406026.433,1.56,263,14,16,85,7,3101,888,10,8085
500659.4585,5431101.384,9.25,515,2,17,596,7,6301,888,10,8548
529242.4401,5439935.578,21.55,519,34,12,596,5,6301,160,20,7214
526653.9429,5396140.275,4.266666667,469,32,3,24,12,6301,888,40,5265
526212.1058,5374206.211,10.58,469,17,2,583,7,6302,888,20,7346
585030.5603,5418821.059,43.36666667,475,2,15,585,5,6302,10,20,6207
575052.4847,5361924.911,11.73333333,314,32,10,24,12,4104,888,40,6752
587865.0029,5434349.973,24.92,515,2,2,596,7,6301,888,40,5979
471826.4944,5453270.229,57.475,263,2,17,85,5,3101,888,20,6173
476015.08,5364724.854,6.26,469,32,18,602,7,6203,888,40,7311
512135.8323,5406701.068,28.98,521,22,3,597,13,6301,888,40,2422
559190.8681,5404946.735,18.48,515,5,2,596,12,6301,888,50,6866
584850.5393,5391736.915,15.98571429,469,32,3,579,12,6402,888,40,4929
405114.339,5303630.978,7.888888889,267,32,2,24,8,3101,888,40,5509
474934.6628,5423457.43,36.05,530,32,15,603,12,6203,999,20,7532
547445.9411,5477357.731,2.18,530,14,3,603,5,6203,888,20,6033
542191.0017,5272442.956,26.36,321,42,14,24,12,4104,160,20,7395
553506.6869,5399570.434,4.533333333,576,2,14,583,7,6302,555,10,8131
575429.7736,5406641.102,19.525,505,17,2,583,7,6302,888,40,4880
578857.9794,5297136.132,8.525,321,2,3,113,8,4104,888,40,4482
429047.8153,5359772.572,9.2625,1065,2,15,833,8,10101,10,20,7822
475369.6146,5477677.797,33.56666667,265,14,12,444,5,3101,120,50,5722
476643.9786,5291037.2,21.95,290,14,15,98,7,4101,10,10,7065
509262.4802,5442096.726,53.2125,521,15,12,94,5,6301,888,20,6330
530019.7243,5361119.575,13.9,495,28,15,579,7,6402,555,20,7368
541540.2421,5272520.975,28.44,321,14,14,113,12,4104,160,20,7724
556375.4245,5494301.841,41.7173913,537,32,12,604,5,6203,160,20,6533
559023.3728,5361361.862,11.65,324,5,16,579,7,6402,888,40,6926
575434.3919,5296502.453,9.0125,321,32,15,24,8,4104,10,20,7853
605090.5004,5411751.859,21.2,480,17,2,506,5,6501,888,40,5066
521401.0154,5375818.499,22.65,469,32,2,583,12,6302,888,20,4863
553876.9838,5346620.989,25.7,321,32,3,24,5,4104,888,40,4042
395503.8152,5327153.777,17.19,267,42,12,24,5,3101,555,20,6949
392942.0757,5298264.809,51.6625,267,17,12,24,5,3101,999,20,6194
444984.4892,5367911.562,3.306,1068,3,17,752,7,10101,888,10,7616
461239.099,5295793.214,61.54,537,28,18,602,7,6203,888,10,8176
490585.4118,5340834.461,3.5,505,28,17,579,7,6402,888,10,8404
426964.6953,5382396.699,13.35,267,32,2,24,5,3101,888,40,5085
431027.0665,5307005.606,3.1,1068,2,17,752,8,10101,888,10,7521
442647.4565,5329266.878,4.175,1065,2,17,834,8,10101,555,20,7765
498721.2945,5468832.311,13.74444444,548,32,2,610,5,6201,888,40,5892
497314.7324,5411846.015,25.53,530,32,16,603,5,6203,888,40,8333
499481.1281,5385550.438,20,508,14,12,585,7,6302,10,20,6244
561843.1199,5477619.638,63.12222222,544,32,15,603,7,6203,10,20,7857
568897.0926,5320300.852,33.83888889,286,14,2,305,8,4104,888,20,6997
584650.62,5390862.237,24.24285714,495,32,3,579,12,6402,888,10,7106
394401.7251,5277860.272,30.26,267,14,12,520,5,3103,31,60,6085
458850.0359,5295760.244,44.02580645,530,28,15,602,5,6203,10,20,7282
474018.0083,5422594.761,16.975,537,28,15,604,12,6203,555,20,8188
527024.8114,5315935.466,52.40555556,290,14,15,223,7,4101,10,20,7282
559195.9137,5406461.068,9.575,515,2,14,595,12,6301,555,20,7690
428027.234,5400268.646,15.33333333,267,14,12,85,5,3101,999,40,5501
474422.449,5417215.12,12.02222222,530,14,3,603,12,6203,888,20,6336
479217.9638,5365502.625,31.43846154,530,28,16,602,7,6203,888,10,7860
521336.0724,5376008.444,27.8,464,17,1,583,12,6302,888,40,4851
534630.7284,5356671.125,41.6,571,28,15,579,7,6402,888,10,8354
527392.5705,5322698.266,18.74,321,14,12,113,5,4104,888,20,6709
538839.05,5335804.522,8.67,324,2,12,223,8,4104,555,20,6946
475779.3695,5469390.082,21.42222222,263,14,2,85,12,3101,888,40,3688
478928.1002,5365912.416,27.875,469,32,15,602,7,6203,10,20,7800
547692.7015,5314119.423,28.05454545,299,14,18,98,8,4101,888,10,7849
545213.6367,5279581.217,49.26666667,290,14,2,98,8,4101,888,20,7371
569836.6642,5323029.654,25.09,299,17,16,514,8,4101,888,10,8188
394154.7431,5282159.594,40.7,256,15,12,94,5,3103,555,20,6533
424648.6161,5301204.992,2.657894737,1068,2,17,752,8,10101,888,10,8303
489858.7304,5406336.261,17.15,537,32,15,603,7,6203,888,10,6799
532963.4774,5340244.75,20.68,568,28,15,579,7,4101,10,20,7333
539699.1028,5486783.949,36.98333333,524,14,12,603,7,6301,50,60,6616
573012.2877,5357269.825,24.46666667,314,32,16,24,8,4104,888,20,7032
600831.2449,5411398.077,8.733333333,505,17,3,583,5,6302,888,50,4023
427614.167,5400583.374,19.72,267,42,3,24,5,3101,888,40,4045
519930.8556,5458138.45,33,524,15,12,598,5,6301,31,20,7008
536296.845,5343236.461,10.18333333,568,28,12,514,7,6402,555,20,8178
580734.3009,5412382.62,0.5,508,32,3,585,12,6302,888,40,4114
599274.794,5412903.424,0.45,469,5,2,583,5,6302,888,50,5159
480135.5778,5367514.809,27.3,537,28,16,602,5,6203,888,20,7914
535690.7871,5515142.585,20.12222222,467,2,3,612,7,6201,888,40,3687
527827.8468,5312012.332,20.125,321,5,15,113,5,4104,42,60,6795
542995.8282,5513126.292,35.41764706,548,5,15,610,5,6201,555,20,6582
542489.9906,5272704.981,20.625,321,42,14,24,12,4104,160,20,7734
511898.0034,5444133.152,67.1875,521,15,12,94,5,6301,31,60,5550
514178.2014,5469441.943,35.04,544,17,15,604,7,6203,888,20,7405
534981.0518,5514892.668,6.85,467,2,3,612,7,6201,888,40,4154
528783.08,5395960.378,16.44,469,32,3,24,12,6302,888,20,4807
531439.0147,5301425.808,15.26923077,321,12,15,98,3,4101,555,20,7027
581864.854,5422992.429,12.61111111,515,2,3,596,5,6301,888,40,7235
580549.3535,5400599.335,6.7,567,28,16,579,7,6402,888,20,8296
518997.2356,5467931.564,25.8375,537,32,16,603,5,6203,888,10,7826
554531.7165,5347096.871,17.8,321,32,15,24,7,4104,888,60,7467
399330.5753,5335454.429,40.45,267,42,2,85,5,3101,888,40,4598
401964.5511,5338680.093,67.725,267,14,12,85,5,3101,160,20,6072
443508.0267,5418909.777,0.6,263,5,16,24,8,3101,888,20,8689
476034.204,5363195.489,45.1,537,28,17,602,7,6203,888,10,7812
520551.5993,5467771.633,30.36,544,28,2,604,5,6203,888,40,6413
528228.343,5334584.964,5,568,28,16,514,7,4101,888,10,8502
566628.2426,5476632.934,36.78235294,544,32,15,604,7,6203,10,20,7672
567812.4601,5411287.179,16,513,2,15,595,5,6301,888,20,7166
395406.1963,5300538.301,53.91428571,267,14,12,24,5,3101,10,60,5940
468126.4186,5438841.3,0.577777778,263,12,16,33,7,3101,888,20,8091
478033.4181,5366212.27,36.06666667,537,28,21,602,7,6203,888,20,7463
498180.427,5397075.558,22.8125,519,15,3,591,12,6301,888,40,4251
491777.9362,5288728.142,5.5,321,14,16,113,7,4104,888,10,7194
536814.2837,5335043.617,10.24,321,32,15,24,7,4104,555,20,7710
543610.4031,5274813.987,63.15,321,14,14,113,12,4104,160,60,7344
551984.163,5489441.87,19.57142857,548,32,15,610,7,6203,10,20,6477
408229.074,5316769.766,14.925,267,5,16,85,8,3101,888,10,8754
477894.5542,5431676.11,18.25,530,32,3,603,12,6203,888,40,4102
515988.1938,5378427.44,15.45,469,32,15,596,5,6301,555,20,7727
561735.7932,5395521.481,1.533333333,505,2,16,579,7,6302,888,10,8643
476858.4803,5472168.227,34.625,263,14,2,615,7,3101,888,40,3702
525074.5629,5402147.871,8.8,519,2,14,596,7,6301,555,10,8523
528253.2425,5364363.047,15.04444444,567,17,2,579,7,6402,888,10,6708
583104.3722,5433066.356,24.63333333,517,5,2,596,5,6301,888,40,7262
476574.0937,5466247.294,53.6125,263,32,15,24,12,3101,888,40,5776
477213.7206,5365332.708,39.575,537,32,2,602,7,6203,888,10,6871
543570.6397,5505959.307,55.8,557,16,16,612,5,6201,888,60,7051
558806.9315,5327981.182,22.94,321,5,3,237,12,4104,888,40,3223
559130.0833,5313715.472,34.23333333,321,14,12,113,8,4104,10,50,7284
569967.3621,5322009.891,26.45,299,14,17,317,8,4104,888,10,8224
453984.972,5289172.783,34.075,537,28,18,602,5,6203,555,20,7053
492262.8154,5434989.784,34.2375,521,2,2,597,7,6301,888,20,6938
554102.3343,5349044.752,24.43333333,324,2,3,579,5,4104,888,40,5242
440738.3059,5286623.8,2.0375,1065,2,17,834,8,10101,888,10,8105
505572.6228,5468181.524,15.06666667,469,32,3,999,11,6203,888,40,6346
519525.9634,5454352.942,74.53333333,524,15,12,94,5,6301,41,60,6089
523960.1763,5322383.922,15.86,321,32,2,24,5,4104,888,40,5231
535010.749,5450743.454,1.825,530,2,3,598,5,6301,888,40,4612
545665.4807,5283982.35,24.14210526,290,14,2,98,8,4101,888,40,7227
472220.8496,5471270.374,42.58888889,263,14,12,85,5,3101,41,60,5119
466018.2588,5440712.515,31.82580645,263,2,15,65,5,3101,888,20,6067
507487.6779,5359332.068,5.1,505,17,2,583,7,6402,888,40,6945
530492.0592,5332668.883,27.16,324,2,2,24,7,4104,888,40,5077
558680.7578,5401015.885,5.416666667,505,2,15,583,7,6302,10,20,7954
584495.8724,5435377.441,21.98181818,516,2,15,596,5,6301,555,20,7879
435590.2444,5395455.606,17.7,267,32,3,94,12,3101,888,40,4065
507169.8515,5430756.473,53.7125,521,32,12,94,5,6301,10,20,6610
502715.8336,5363231.051,22.90833333,464,17,2,585,7,6302,888,40,5681
509275.1944,5315989.937,0.94,321,5,3,223,5,4104,888,40,4374
524643.9494,5321830.295,20.2,321,32,1,24,5,4104,888,40,4504
545646.4523,5291737.269,17.825,289,5,3,98,12,4101,888,40,4593
448434.1762,5368039.481,2.585714286,559,3,17,612,7,6202,888,10,7804
481393.1192,5431211.262,34.765,524,17,15,598,5,6301,10,20,6681
509763.9362,5466151.374,17.26666667,544,32,3,607,7,6203,888,40,4706
503953.6719,5366729.809,2.114285714,508,17,2,585,7,6302,888,20,6254
535415.6356,5450838.426,29.725,530,5,12,598,5,6301,80,20,6674
461060.214,5463213.654,16.8875,263,5,15,24,7,3101,888,60,5583
461759.8657,5398729.301,2.633333333,559,3,17,615,7,6202,888,10,8446
488672.1713,5412518.731,27.4,537,32,16,603,7,6203,888,10,8494
501302.8875,5370872.438,19.68,521,2,2,597,5,6301,888,40,6516
538684.8031,5335372.644,6.677777778,324,2,2,24,8,4104,888,40,5985
486678.0535,5428512.386,12.2,519,14,12,596,5,6301,888,20,6587
512125.8051,5407532.761,19.85,521,22,3,597,13,6301,888,20,3827
515419.5515,5442952.576,6.1,469,22,1,24,12,6301,888,40,4028
557273.7955,5288270.663,2.25,321,2,7,98,8,4104,888,40,2443
565719.3107,5414759.747,11.4,508,2,15,585,7,6302,10,20,7567
582462.5275,5290338.777,4.3,321,14,15,24,12,4104,10,20,8161
438748.1077,5408129.142,9.166666667,263,14,3,85,7,3101,888,40,6214
472369.7349,5447407.952,7.233333333,263,2,2,85,5,3101,888,20,4487
497750.8903,5346079.561,20.75,505,28,15,579,7,6402,555,10,8115
517767.5329,5308850.201,13.6,321,14,3,113,7,4104,888,40,4373
536464.8867,5333456.892,29.11,321,32,3,24,7,4104,888,40,5508
530969.6508,5309595.901,49.53333333,321,14,12,237,7,4104,91,60,6394
559289.2399,5327780.731,24.2625,321,5,2,24,12,4104,555,10,5548
568331.7226,5414896.104,15.08,508,14,12,585,7,6302,888,20,6924
434087.3933,5395170.117,27.5,267,14,12,24,5,3101,41,60,6605
471968.9094,5446968.068,1.1,263,2,1,85,5,3101,888,40,4950
471764.8892,5429482.011,17.24285714,530,17,3,603,5,6203,888,40,4725
505052.822,5476068.418,51.26,548,4,12,610,7,6201,10,20,6046
518129.1431,5308320.94,26.12,321,14,3,113,7,4104,888,20,4128
536308.1219,5333230.81,25.72,311,32,3,24,7,4104,888,40,4614
544042.453,5512793.489,33.94117647,548,5,2,610,5,6201,888,20,5917
546944.8747,5297430.005,10.7,321,5,3,113,5,4104,888,40,5678
580196.4455,5393148.436,25.32857143,482,15,12,512,5,6402,888,40,6739
507771.6411,5464053.264,11.84,469,32,15,607,7,6203,555,20,5647
554745.8151,5289825.037,14.325,321,2,15,98,8,4104,10,20,7799
566839.0489,5353118.881,0.95,321,32,3,33,5,4104,888,40,3617
408542.9955,5334177.886,1.7,267,5,3,24,5,3101,888,40,6670
516802.8887,5368841.317,15.66666667,469,17,1,583,12,6302,888,40,4425
536618.6823,5514567.968,38.02,465,2,3,612,7,6201,888,40,4420
537456.586,5317842.699,23.3,321,14,4,113,5,4104,888,40,4128
511088.3308,5448600.347,0.5,524,32,3,597,5,6301,888,40,5690
547018.3357,5336415.284,36.13,299,14,12,516,7,4104,42,60,7058
554092.8868,5404297.007,22.34285714,515,5,12,596,7,6301,999,20,6813
490105.6794,5362326.24,23.63888889,530,28,7,598,5,6203,888,40,6503
555174.136,5289872.889,0.5,321,2,15,33,8,4104,10,20,7977
580744.2276,5286179.87,8,321,2,15,24,12,4104,888,20,7311
398944.867,5273546.983,14.4,267,32,3,24,7,3101,888,40,4596
414808.4777,5329106.909,16.75,267,5,3,24,12,3101,888,40,4686
449309.9796,5270462.227,16.6,321,14,12,113,5,6302,34,20,6648
536099.6504,5515036.564,42.97,465,2,3,612,11,6201,888,40,3376
416130.0746,5282342.536,2.333333333,1065,2,16,834,8,10101,888,10,8480
458617.3814,5426521.96,53.6,263,2,16,65,12,3101,888,10,7446
476917.9458,5470198.741,57.5875,263,14,2,612,12,3101,888,40,3837
483750.238,5447999.592,21.55,519,17,15,596,5,6301,888,10,6981
510654.516,5461338.286,33.525,469,32,3,94,5,6203,888,40,4316
533912.0864,5426078.346,0.366666667,524,32,3,597,7,6301,888,40,4208
542658.9993,5508242.35,49.28888889,544,15,12,607,5,6201,888,40,4767
604620.6995,5413782.052,30.6375,480,14,2,94,5,6501,888,20,6007
510690.5458,5461352.253,30.3,469,32,3,94,5,6203,888,40,4316
540609.4704,5435546.459,16.3,515,2,2,596,7,6301,888,40,7441
540981.2125,5318821.313,40.95555556,324,14,15,223,7,4104,10,20,7605
554541.4581,5289583.25,25.525,321,2,15,98,8,4104,10,20,7447
570296.5374,5427027.776,46.95,515,2,12,596,7,6301,555,20,7447
574015.2474,5480966.249,31.75555556,535,32,3,603,7,6203,888,40,7114
443610.1466,5291114.023,4.933333333,1065,2,15,834,7,10101,10,20,8073
509767.8728,5454280.069,30.2875,524,15,12,598,5,6301,999,40,5720
511889.9066,5406589.155,46.72,521,22,3,597,13,6301,888,40,2585
577865.708,5476987.812,28.52222222,530,28,16,603,5,6203,888,20,6373
477420.7069,5448760.373,29.6,521,17,12,94,5,6301,31,60,6418
513247.2047,5451063.072,41.20625,524,15,12,94,5,6301,34,20,6238
516020.338,5443233.43,64.72222222,521,22,1,24,12,6301,888,40,3150
518337.43,5433605.239,58.8,521,15,2,94,5,6301,888,40,4721
458734.0789,5455899.348,2.911111111,263,5,21,24,8,3101,888,20,6231
560198.4845,5401795.97,16.76666667,508,2,2,585,7,6302,888,40,4842
557681.4148,5389482.953,23.88,469,17,2,24,7,6302,888,40,4898
565443.4609,5426792.918,15.825,516,2,15,596,7,6301,10,20,7608
401245.9016,5308626.051,32.3125,505,17,2,583,5,3101,888,20,6318
432555.523,5395575.542,26.2,267,14,12,24,5,3101,999,60,6503
490094.0839,5441557.009,68.6,521,17,12,94,5,6301,888,40,6479
493987.0908,5368161.518,16.42,469,32,11,602,7,6203,888,20,6776
519177.1677,5459734.867,12.98571429,469,14,12,603,5,6203,41,60,5705
560800.2311,5386104.249,25.74,303,32,1,24,12,6302,888,40,4082
558966.0789,5293331.684,18.175,290,2,17,98,8,4101,888,10,8241
570006.6564,5426917.826,54.55,515,2,12,596,7,6301,888,10,7761
422155.5518,5301607.871,3.15,1068,2,19,747,8,10101,888,10,8114
434318.7779,5398709.276,4.68,267,5,15,85,8,3101,888,20,7720
515473.4533,5423269.387,41.47142857,524,14,11,94,5,6301,888,20,6527
545044.9543,5486043.239,30.525,537,32,2,604,7,6203,888,20,6768
