GW-Nummer,x,y,Nitrat,huek_250_he*,buek_200_bodtyp*,clc5_2018*,gk_1000*,humus_1000*,hyraum_tr*,Thuenen_2019*,mundialis*,NDVI
95,579707.8517,5445315.472,45.5,521,34,2,597,7,6301,555,20,6489
96,582047.7344,5407420.656,8.422222222,571,28,16,579,7,6402,888,20,8586
97,596106.1489,5411953.847,18.99,571,28,16,579,7,6402,888,10,7912
98,426173.9793,5284200.791,3.28,1068,2,17,834,8,10101,888,10,8422
99,458633.063,5368092.454,2.066666667,548,4,3,610,12,6202,888,40,3965
100,451303.9698,5348858.988,7.533333333,1065,32,3,752,8,10101,888,40,7637
101,454414.7583,5329705.8,4.3,1065,2,17,752,7,6202,888,10,7806
102,468392.2209,5350218.707,18.1,469,32,3,602,7,6203,888,40,6370
103,468613.1381,5349170.074,15.74,469,32,3,602,7,6203,888,40,6196
104,479446.1702,5415546.526,19.025,469,32,3,607,12,6203,888,40,5180
105,483504.2475,5282943.412,17.51666667,290,14,16,98,8,4101,888,10,8197
106,488337.3962,5456736.068,33.20666667,530,17,12,598,5,6203,10,20,6667
107,493677.1926,5343249.5,1.069230769,505,2,17,579,7,6302,888,10,8384
108,510787.4719,5461192.355,29.22,469,32,3,94,5,6203,888,40,4242
109,507033.8689,5436527.174,39.9125,521,32,3,597,5,6301,888,40,4585
110,501364.0832,5301338.219,32.18,311,14,15,516,7,4101,91,20,7133
111,522579.9611,5509668.869,7.35,559,5,16,615,7,6201,888,20,6769
112,522255.6987,5322504.77,45.34,290,17,15,516,8,4101,10,20,7245
113,520771.5245,5285191.731,6.266666667,290,14,16,514,8,4101,888,20,8684
114,535526.6509,5462431.735,27.4,530,28,15,598,5,6203,10,20,5917
115,529112.9451,5409344.952,8.971428571,521,2,16,596,7,6301,555,10,8736
116,533263.5685,5344974.196,25.23333333,495,28,16,579,7,6402,888,20,7907
117,528877.1956,5298325.482,31.85,290,14,18,317,8,4101,888,10,8331
118,529485.979,5292012.086,10.94,321,32,15,24,8,4104,888,20,6317
119,546176.4191,5461334.138,23.175,469,32,3,610,5,6203,888,20,5432
120,541121.3689,5460027.785,4.86,537,32,3,604,7,6203,888,40,5372
121,541323.1869,5438702.251,21.66,515,2,15,596,7,6301,888,20,7860
122,548184.3768,5431170.239,8.35,515,2,17,596,7,6301,888,10,8576
123,542382.7272,5297844.825,33.175,290,14,12,98,8,4101,555,20,7325
124,545353.6847,5277495.997,16.53333333,290,14,15,98,8,4101,10,20,8268
125,544182.1654,5271665.357,17.5,321,14,2,113,12,4104,888,40,6348
126,561577.1741,5455542.46,23.12,544,28,15,604,7,6203,888,20,6953
127,568619.2217,5431307.146,37.43125,517,2,16,596,7,6301,160,20,7223
128,568461.4929,5319896.576,52.23333333,290,14,15,514,8,4101,34,20,7411
129,574347.473,5354526.695,1.6,308,5,2,24,8,4104,888,40,5745
130,600402.8278,5392823.014,31.10298507,569,5,3,579,5,6402,888,20,7844
131,443628.0479,5412423.829,2.42,263,32,3,85,5,3101,888,40,3927
132,450554.2789,5391432.136,3.45,559,2,17,615,8,6202,888,10,8541
133,457975.3584,5328222.345,15.6375,544,4,15,612,7,6202,10,20,8048
134,468145.3435,5364907.817,30.4,530,28,16,594,7,6203,888,10,8284
135,471271.1031,5338408.303,32.98888889,530,28,16,602,7,6203,888,20,8102
136,464778.6919,5311194.068,0.6,467,5,3,24,7,6301,888,50,4393
137,484081.0111,5383985.143,38.00666667,537,28,18,602,7,6203,888,20,7890
138,482806.5167,5333010.493,11.91428571,505,28,17,583,7,6302,888,10,8228
139,497885.5289,5347144.893,8.02,573,28,17,579,7,6402,888,10,8024
140,511252.1802,5416858.954,5.8,524,2,2,598,5,6301,888,40,5350
141,525894.6156,5485475.469,12.38,544,28,3,607,5,6203,888,40,5784
142,526584.1495,5454077.109,33.56190476,469,32,12,603,5,6301,555,20,6584
143,532586.5553,5409310.003,7.716666667,515,2,17,596,5,6301,888,10,8656
144,536879.9914,5447709.605,0.5,521,14,3,597,5,6301,888,40,4007
145,539059.2087,5317561.706,36.12222222,321,14,12,113,5,4104,91,20,6808
146,555083.8402,5482735.522,20.60833333,544,32,11,607,12,6203,888,20,4721
147,553046.5378,5458077.462,4.1,469,32,2,607,7,6203,888,20,6908
148,556991.8544,5297347.075,11.0125,290,17,16,98,8,4101,888,10,8319
149,565998.1112,5400098.671,5.977777778,505,17,16,579,7,6402,888,10,8700
150,580912.4088,5321626.562,23.86,321,14,2,113,5,4104,888,40,4935
151,437417.5768,5291005.056,3.16,1065,2,17,833,8,10101,888,10,8396
152,461470.0581,5453157.622,10.51,263,2,12,85,8,3101,888,40,5471
153,467618.5173,5307019.812,0.5,508,5,15,583,5,6302,888,20,7410
154,487636.1115,5421404.928,12.76666667,469,32,11,603,7,6203,888,20,5729
155,483755.145,5393881.257,22.725,548,17,15,602,7,6203,888,20,7053
156,486477.6925,5336830.856,5.375,505,17,17,579,7,6302,888,10,8522
157,483551.2577,5287883.507,9.69,299,14,21,113,7,4101,888,20,6964
158,493318.4232,5454682.897,27.32727273,530,32,21,603,12,6203,999,20,7034
159,496658.0077,5419845.789,32.2,469,32,1,603,5,6203,555,20,4609
160,492790.4782,5299921.7,23.28,321,5,12,579,7,4104,91,20,7135
161,504925.2101,5447791.985,25.81875,521,32,12,597,5,6301,80,20,8287
162,515845.2347,5393927.136,50.1,508,15,2,585,7,6302,888,20,5000
163,521665.9168,5368528.385,6.725,505,28,16,579,7,6402,888,10,8782
164,546906.1251,5465630.478,42.66,544,28,2,604,7,6203,888,40,7784
165,539490.8344,5317386.813,47.83333333,321,14,12,113,5,4104,888,20,6255
166,560910.4184,5448689.16,51.6,524,34,12,598,5,6301,60,60,6301
167,577060.9413,5458608.165,27.21666667,524,17,15,598,5,6301,31,20,6560
168,575424.5444,5440442.508,0.366666667,521,5,2,597,7,6301,888,40,5865
169,602441.5789,5419634.675,16.83478261,482,17,12,512,5,6501,10,40,6323
170,390778.0082,5290857.122,8.266666667,267,17,7,24,7,3101,888,50,6449
171,457473.6432,5440612.65,6.476923077,263,14,12,65,5,3101,888,40,5197
172,455296.4039,5383042.496,4.8,503,3,15,615,7,10101,888,10,8412
173,457941.366,5317406.692,22.1375,544,17,15,602,7,6203,10,20,7192
174,485478.4941,5390807.412,31.31666667,537,28,15,602,7,6203,888,20,7592
175,475802.3164,5306390.046,9.7,573,12,15,579,7,6402,555,20,6861
176,483081.386,5299908.618,23.52,567,17,2,579,8,6402,888,10,6425
177,489753.7363,5381346.302,32.03,524,5,12,598,5,6301,888,20,6431
178,488014.4122,5325333.632,9.5,573,28,16,579,7,6402,888,20,8118
179,508581.4085,5465786.419,18.125,544,28,2,607,7,6203,888,40,6512
180,509860.7194,5423376.436,7.26,469,32,15,603,7,6203,555,20,6636
181,501205.1787,5344166.116,23.025,573,17,1,579,7,6402,888,40,6314
182,506462.033,5335884.409,12.2,495,28,2,579,7,6402,888,20,5979
183,535449.8546,5488058.455,43.075,530,34,12,603,5,6203,10,10,6917
184,546250.4039,5470074.633,0.94,469,32,3,607,7,6203,888,40,4659
185,537014.9735,5459600.921,9.76,469,32,15,604,5,6203,888,20,6212
186,557151.8436,5439782.669,0.32,524,2,3,598,7,6301,888,40,5861
187,559100.9306,5328734.082,23.06,321,5,3,24,12,4104,888,40,5200
188,552697.5824,5303946.337,40.525,321,14,12,98,8,4104,91,60,6961
189,566314.2591,5458265.368,7.928571429,524,34,15,598,7,6301,555,20,7711
190,565338.5864,5441771.957,49.2,524,14,15,598,5,6301,888,40,5945
191,576446.1746,5457091.748,39.98,524,5,12,598,5,6301,92,60,5888
192,578093.4808,5442661.598,1.225,471,5,2,598,12,6301,888,10,5398
193,454018.9476,5371736.047,4.1,559,3,2,615,8,6202,888,10,6526
194,459720.6989,5355136.612,9.475,548,3,17,602,7,6202,888,10,8035
195,467137.6498,5319510.853,5.171428571,517,2,15,585,7,6301,10,20,7743
196,479518.8697,5439575.919,41.84,521,17,14,94,5,6301,999,40,6168
197,487102.8307,5399523.961,15.4,548,17,12,602,7,6203,10,20,6611
198,483681.1654,5384664.911,26.58333333,544,28,2,602,7,6203,888,20,5918
199,487363.6465,5317116.806,7.0375,469,32,15,579,7,6402,10,20,8036
200,495112.5965,5340322.611,4.175,505,17,15,583,7,6402,10,20,7819
201,505322.6546,5450748.564,27.90869565,524,32,12,598,5,6301,555,20,5389
202,519736.705,5387333.898,53.66666667,508,14,12,585,5,6302,888,20,7277
203,523795.2555,5291596.258,10.86666667,290,14,12,24,7,4101,888,20,7957
204,535039.9976,5497945.541,50.42941176,548,17,12,607,5,6201,10,20,7107
205,528394.5752,5484523.893,45.96,544,17,2,607,5,6203,888,40,6176
206,529157.9669,5371385.226,17.46,303,17,2,579,7,6402,888,40,4615
207,531780.8829,5356737.16,23.94,495,28,15,579,7,6402,888,20,8048
208,525286.1659,5323278.579,20.7,321,5,12,24,5,4104,555,20,6912
209,531463.14,5301404.265,14.65,321,14,15,98,3,4101,10,20,7027
210,540108.0087,5505058.653,41.81052632,557,32,16,612,7,6201,888,10,8341
211,538508.4173,5466584.152,40.94,530,28,3,603,5,6203,888,40,6395
212,561887.9832,5451517.044,3.14,524,34,12,598,5,6301,120,40,5981
213,572305.5517,5360694.469,13.03076923,324,5,1,24,12,4104,888,40,4120
214,601660.878,5408785.931,39.675,567,28,16,512,7,6402,888,10,8523
215,455496.3261,5368552.342,5.55,557,3,18,610,7,6202,888,20,7873
216,458354.3537,5357760.459,15.2,548,4,15,610,7,6202,10,20,8099
217,480656.4387,5416793.129,41.775,544,14,3,607,12,6203,888,40,7129
218,480659.387,5396343.279,13.775,557,32,3,615,7,6202,888,40,7057
219,483405.2779,5393766.23,25.55,548,17,2,602,7,6203,888,40,5349
220,484460.8411,5356499.199,32.95,524,14,15,598,5,6301,10,20,7069
221,483879.0791,5320278.539,29.3,505,32,3,583,7,6402,888,40,6845
222,475953.1976,5307521.548,17.425,469,32,3,583,7,6402,888,40,6068
223,488433.3013,5332016.904,7.64,505,28,16,579,7,6402,888,20,8396
224,508773.5883,5316379.273,31.86,290,14,15,223,5,4104,888,20,6625
225,521146.417,5473903.153,20.46666667,537,32,15,603,5,6203,10,20,7168
226,512698.6542,5344480.017,6.36,495,28,15,579,7,6402,888,20,7681
227,522654.4564,5289803.176,19.55454545,321,5,14,113,7,4104,160,20,6668
228,542596.7676,5460663.503,11.08,469,32,3,604,7,6203,888,40,5734
229,539468.7694,5318373.459,70.07142857,321,14,15,113,7,4104,888,20,6473
230,559541.2232,5332553.29,33.49090909,321,32,16,24,5,4104,888,20,7483
231,552409.6891,5303251.684,27.05,321,14,15,98,8,4104,10,20,7773
232,575894.3446,5454796.736,61.8375,524,5,12,598,5,6301,91,40,6773
233,577064.9135,5444106.931,3.8,524,34,2,598,12,6203,888,40,5570
234,603090.3007,5412901.459,67.8625,482,17,12,511,5,6501,31,60,6178
235,461778.8377,5353317.426,20.57333333,530,2,17,602,7,6203,888,10,7104
236,474549.8088,5389402.982,14.68333333,557,2,15,612,7,6202,555,10,8017
237,480434.1237,5416133.476,22.73333333,465,32,10,607,12,6203,888,10,8139
238,484551.2398,5397107.108,18.25,544,34,3,602,7,6203,888,40,6070
239,483354.3521,5389666.915,13.04285714,544,28,15,602,7,6202,888,20,7802
240,478280.2834,5350352.663,2.866666667,515,34,15,594,7,6302,888,20,8046
241,483407.2062,5317539.661,11.3,505,17,3,579,7,6402,888,20,5372
242,499426.8834,5346770.061,15.0375,573,28,15,579,7,6402,10,20,7429
243,502426.9611,5481567.189,5.25,559,2,16,615,7,6201,888,10,7526
244,524731.1616,5308147.527,38.11428571,286,14,12,98,5,4101,34,60,6668
245,524814.9141,5467051.854,28.0875,537,28,12,604,7,6203,555,10,7706
246,537511.7863,5449916.766,7.15,524,2,2,598,12,6301,888,20,5516
247,549419.5529,5450303.482,4.366666667,524,14,12,598,5,6301,888,50,3977
248,555832.3954,5441192.153,17.8,524,2,15,598,5,6301,10,20,6858
249,552226.5083,5324660.005,46.03,290,14,12,514,7,4104,41,60,7337
250,553346.337,5303150.664,0.825,321,14,12,98,8,4104,10,20,7289
251,550146.6133,5281610.064,19.6,321,14,15,113,8,4101,10,20,7835
252,568952.9763,5411420.112,14.2,515,5,2,596,5,6301,555,20,6082
253,574814.8238,5455431.408,1.84,524,5,2,598,5,6301,888,40,5426
254,590798.2103,5394989.69,10.125,568,28,2,579,7,6402,888,40,4403
255,603813.0059,5414212.859,62.06666667,480,14,12,512,5,6501,120,20,6661
256,460754.1269,5383683.797,2.68125,548,4,17,610,7,6202,888,10,8635
257,456791.8222,5361254.198,3.65,559,3,17,612,7,6202,888,10,8410
258,455372.3829,5357825.582,3.544444444,559,3,17,612,8,6202,888,10,8566
259,471737.8952,5404763.841,12.18,559,3,18,610,7,6202,888,10,8290
260,466787.8819,5379556.927,3.3125,548,4,15,610,7,6202,555,20,7667
261,469916.6,5342981.549,19.7,524,2,15,602,7,6301,888,20,7111
262,466382.0541,5313546.173,20.7125,487,34,15,585,7,6301,10,20,7277
263,481192.8513,5416763.501,17.2,548,32,10,610,12,6203,888,10,7232
264,477909.9869,5415689.58,50.65,544,22,4,607,12,6203,888,40,2933
265,485792.3283,5392687.653,8.06,537,17,15,602,7,6203,10,20,7650
266,478452.2636,5373719.292,36.14,537,28,2,602,7,6203,888,40,7123
267,482530.5951,5323399.287,29.8,576,17,3,583,5,6402,888,40,4824
268,503277.4658,5446781.125,33.1125,521,17,2,597,5,6301,888,20,4664
269,501983.8585,5339762.89,28.975,505,32,1,579,12,6402,888,40,3395
270,511520.1176,5299878.779,37.1125,286,14,17,514,8,4101,888,10,7167
271,524481.588,5307722.995,19.075,321,14,12,98,5,4101,10,20,7422
272,534210.3523,5497151.865,31,548,15,12,610,5,6201,10,20,6176
273,529798.8751,5454184.062,10.82,469,32,15,603,5,6203,60,20,7122
274,533903.331,5331904.234,0.44,321,32,15,24,5,4104,555,10,6817
275,546246.3474,5464123.076,26.36666667,537,28,15,603,7,6203,160,20,7293
276,550792.4426,5450923.323,0.442857143,524,5,12,598,5,6301,91,60,6318
277,568687.1523,5300588.719,25.83125,324,2,17,98,8,4104,10,20,8091
278,591789.7903,5376324.11,36.46666667,324,26,2,516,5,4104,888,40,6205
279,451237.0698,5351836.957,2.5125,502,3,17,659,8,10101,888,10,8384
280,468401.2292,5407913.651,5.925,559,2,17,612,7,6202,888,10,8385
281,470836.2454,5400438.648,5.625,559,3,17,615,7,6202,888,10,8159
282,468869.0662,5379743.804,6.816666667,557,2,17,612,7,6202,888,10,8132
283,476939.1295,5474674.215,24.1875,263,14,3,659,7,3101,888,20,4763
284,479123.975,5360262.663,41.925,524,14,2,598,5,6301,888,40,5936
285,491307.2174,5464213.177,27.75,548,15,16,610,5,6201,888,20,8397
286,489350.8052,5306488.059,58.58,286,17,15,514,5,6402,10,20,7156
287,500642.344,5298842.155,17.46666667,321,5,15,98,8,4101,10,20,7634
288,516310.2373,5439258.003,58.8,521,17,12,597,5,6301,31,20,6564
289,514015.6579,5299387.146,8.566666667,290,14,15,98,7,4101,888,10,7668
290,546709.2501,5494004.064,35.29545455,537,32,15,603,5,6203,160,20,7568
291,539374.0398,5452358.798,2,524,2,12,598,5,6301,31,20,6176
292,553101.5718,5454642.776,2.86,524,2,12,598,5,6301,33,20,7192
293,555965.0878,5448708.476,31.82,524,2,12,598,5,6301,33,60,6295
294,554207.9908,5303706.003,0.5,321,12,15,98,8,4104,888,20,8009
295,402203.4981,5312608.427,48.24555556,267,32,12,24,12,3101,140,50,4828
296,399609.5994,5266566.833,5.128571429,321,32,3,24,7,6203,888,20,5752
297,437279.5708,5397094.928,34.75416667,267,32,15,24,5,3101,555,20,7498
298,455212.45,5394251.124,3.38,1065,2,17,615,7,10101,888,10,7933
299,454805.6148,5336264.07,9.025,559,3,17,612,7,6202,888,10,7950
300,473089.3375,5338944.092,26.6,524,2,18,598,5,6203,888,20,6733
301,465418.417,5336409.195,20.64166667,544,32,2,602,7,6203,888,20,7119
302,474334.879,5307555.531,9.04,469,5,2,583,7,6302,888,20,7079
303,478345.3205,5415824.493,34.9,544,14,1,604,12,6203,888,40,3898
304,477702.5741,5373015.575,32.84,537,28,16,602,7,6203,555,20,7759
305,507917.4832,5348300.534,7.125,469,15,3,579,7,6402,888,20,5604
306,514538.9622,5454946.73,23.74,469,32,15,603,5,6203,10,60,7391
307,536759.9186,5319011.283,34.93333333,321,14,3,33,5,4104,888,40,4732
308,534014.1865,5285708.658,22.16,290,5,15,98,8,4104,160,20,7045
309,538799.4839,5512694.49,17.72,465,2,15,612,7,6201,555,20,5583
310,542066.8199,5317388.856,66.43333333,324,14,2,515,7,4104,888,20,7168
311,551024.4038,5458655.248,10.16,469,32,14,607,7,6203,555,20,6879
312,554322.925,5304467.144,22.43076923,321,12,15,98,8,4104,555,20,7669
313,572165.5852,5361029.308,9.566666667,324,5,3,24,12,4104,888,40,4528
314,595031.5076,5395442.395,12.76666667,569,28,16,579,7,6402,888,10,8315
315,399945.3925,5315746.134,34.11111111,267,32,12,24,5,3101,92,60,6366
316,461438.0263,5393591.375,2.088888889,559,3,21,615,7,6202,888,10,8387
317,458352.267,5308419.183,11.05,537,5,15,602,7,6203,888,20,6493
318,471913.858,5408663.369,6.866666667,557,2,17,612,7,6202,888,10,8373
319,467652.5558,5352197.869,30.08571429,530,28,16,598,5,6203,888,10,7953
320,478448.2714,5415209.687,14.375,469,22,3,607,12,6203,888,40,3661
321,493088.7153,5299903.442,26.2,321,5,12,579,7,4104,31,60,7085
322,508061.4097,5348759.347,15.45,469,17,3,579,7,6402,888,40,5130
323,508441.9175,5315734.018,32.1,290,14,2,223,5,4101,888,40,4923
324,531724.9092,5358508.454,24.68888889,567,5,15,579,7,6402,888,20,7547
325,552154.119,5501887.867,40.5,530,15,12,603,5,6203,60,60,5929
326,564253.8156,5387193.864,29.54705882,303,32,16,579,7,6402,888,10,7571
327,593477.1894,5425547.348,52.44,513,2,2,585,7,6302,888,20,6733
328,399814.847,5266530.96,16.8,321,32,3,24,7,6203,888,50,6589
329,467409.746,5432983.587,54.42352941,537,32,15,603,12,6203,888,20,6452
330,479158.4342,5415538.257,4.175,469,22,3,607,12,6203,888,40,4459
331,490084.5929,5318024.537,7.875,469,32,15,579,7,6402,10,20,8243
332,490765.3202,5297276.709,38.05,321,14,12,98,7,4104,31,60,6561
333,509502.8352,5348444.455,9.7,469,32,3,579,7,6402,888,40,6494
334,500256.5783,5288363.336,23.775,321,14,15,98,8,4104,120,20,6778
335,517332.6214,5487214.678,9.64,548,32,15,610,7,6201,10,20,7488
336,531290.6552,5357720.836,14.1,569,5,2,579,7,6402,888,40,7161
337,545740.0638,5439552.016,45.06666667,515,2,12,596,7,6301,160,20,6757
338,556182.5228,5502022.835,43.09714286,530,34,12,603,5,6203,555,60,5571
339,551854.03,5444021.094,52.88,530,2,12,598,5,6203,92,60,6893
340,560251.7922,5488576.205,42.12666667,530,28,12,598,5,6203,33,10,5681
341,566832.1622,5480470.425,54.8125,544,28,15,604,5,6203,888,20,7607
342,571611.0733,5437103.785,28.75,519,2,2,597,5,6301,888,40,5784
343,565878.1689,5377637.62,47.15555556,495,32,2,579,7,6402,888,40,7053
344,567830.4958,5301248.545,20,321,2,15,98,8,4104,10,20,7872
345,591635.9516,5423549.15,13.08333333,508,5,15,585,7,6302,888,20,7011
346,458448.2048,5333620.186,10.475,559,2,15,610,7,6202,10,20,7412
347,465454.3626,5331318.191,22.2125,544,28,15,602,7,6203,10,20,7301
348,478363.4372,5414921.21,18.525,548,4,1,610,12,6202,888,20,4292
349,477158.7823,5402941.573,7.833333333,557,2,17,610,7,6202,888,10,8297
350,475684.3084,5379986.851,20.77272727,537,28,16,602,7,6203,888,20,8439
351,494416.8533,5376448.182,16.8,530,28,15,602,5,6301,888,20,6299
352,525085.7782,5287281.904,27.9,290,5,15,24,7,4101,10,20,8117
353,539772.8472,5447008.85,9.98,524,5,15,597,7,6301,555,20,6922
354,539058.9311,5375588.595,13.8,571,28,16,579,7,6402,888,10,8357
355,546312.1406,5316182.358,39.35555556,299,14,15,113,7,4104,10,60,7220
356,550078.8386,5470705.332,3.1,469,32,12,604,7,6203,888,50,4664
357,461839.8502,5400238.709,3.69375,559,3,17,659,7,6202,888,10,8369
358,462513.6409,5309508.782,16.3,467,14,2,444,12,6301,888,20,5577
359,485530.5781,5483195.649,6.88125,1065,2,17,654,7,6201,888,10,8514
360,479515.681,5415811.731,18,469,32,3,607,12,6203,888,40,4528
361,480253.697,5403024.062,19.1,559,32,11,615,7,6202,888,20,7694
362,480864.2707,5380797.46,41.64,537,28,15,602,5,6203,120,20,7527
363,495416.492,5347250.939,2.26,573,17,15,579,7,6402,888,10,8034
364,508470.1711,5315545.556,19.14,290,5,1,223,5,4104,888,40,4571
365,504002.1023,5285550.515,31.9,321,14,12,29,8,4101,888,40,6425
366,537001.9764,5445341.549,35.165,517,2,16,597,5,6301,888,10,7884
367,547336.5467,5316370.432,10.63333333,321,14,16,98,5,4104,888,10,8634
368,565188.812,5481535.979,43.48888889,544,34,3,607,5,6203,888,40,5352
369,569942.0209,5361419.998,18.2,324,5,3,24,12,6402,888,40,4690
370,573597.159,5311783.205,18.26666667,299,5,15,514,7,4101,888,20,7328
371,467747.506,5304041.903,13.82,505,17,12,579,7,6302,34,20,7475
372,478951.0067,5378796.318,26.9,544,17,12,602,7,6202,160,20,7647
373,502805.5812,5289272.031,14.45714286,290,14,16,98,8,4101,888,10,7629
374,514958.896,5488783.237,10.875,557,32,15,612,7,6201,555,10,7489
375,513512.3424,5440775.465,52.07142857,469,32,15,24,5,6301,160,20,6734
376,534786.0978,5502617.66,44.65555556,548,15,12,94,5,6201,555,60,5620
377,534305.907,5357370.885,20.4,571,28,15,579,7,6402,888,40,7924
378,532436.6388,5341837.116,41.2,568,28,15,514,7,6402,888,10,8319
379,534029.1978,5285770.542,21.475,290,5,12,98,8,4104,160,20,7045
380,543827.1981,5439113.071,22.2125,515,2,18,596,7,6301,888,10,8680
381,548595.4633,5464847.803,30.9,537,28,2,603,7,6203,888,20,6467
382,552323.6253,5382425.693,10.38888889,505,32,15,583,7,6302,555,20,7688
383,557450.0028,5278552.673,22.625,321,2,15,98,8,4104,10,20,8072
384,583528.2105,5419693.699,16.41428571,515,2,15,596,5,6301,555,20,7608
385,584740.5884,5391152.109,17.51428571,469,32,3,579,12,6402,888,40,2563
386,478663.173,5420595.584,16.1,524,2,12,598,5,6301,91,40,6206
387,484830.7757,5396700.053,19.73333333,544,17,1,602,7,6203,888,40,4897
388,480497.3795,5315979.511,9.48,505,2,15,583,7,6402,10,20,7716
389,475669.4034,5296075.127,68.77857143,287,14,15,514,8,6402,10,10,6678
390,496417.1571,5358809.283,14.625,508,2,15,585,7,6302,10,10,6915
391,509263.1392,5349008.155,17.11428571,571,28,2,579,7,6402,888,20,8245
392,504937.5984,5326993.004,7.15,571,28,14,579,7,6402,888,20,8281
393,525595.4798,5464025.173,12.5,530,32,3,603,7,6203,888,20,6586
394,527123.9779,5457415.806,5.68,530,28,16,603,7,6203,888,10,8336
395,533903.1959,5290442.758,60.625,290,14,12,514,8,4101,10,20,6848
396,542339.2616,5494465.376,37.15333333,544,32,15,604,7,6203,160,20,6966
397,553282.188,5352744.667,18.075,324,5,2,579,5,4104,888,20,5525
398,562451.6541,5292028.034,11.675,324,12,15,33,8,4104,888,10,8428
399,404756.4847,5304751.138,7.225,267,32,3,24,5,3101,888,40,4927
400,454863.5157,5348332.332,6.16,559,3,17,612,7,6202,888,10,8178
401,471769.957,5298359.188,33.40625,286,17,15,514,7,6402,10,60,7309
402,478813.1474,5425338.681,14.05,524,14,15,598,7,6301,555,20,7221
403,479822.6417,5402402.869,11.21666667,559,2,2,615,7,6202,555,20,6723
404,477528.6454,5379543.011,18.36,548,32,2,610,7,6202,888,20,5514
405,480032.6346,5299218.914,27.64444444,286,17,15,514,5,6402,555,20,7106
406,517867.463,5382805.706,11.9,469,32,3,24,5,6301,888,40,7427
407,546961.0514,5460684.393,15.4,469,32,14,607,5,6203,999,20,6914
408,541688.1936,5271855.282,19.12,321,14,3,24,12,4104,888,40,5150
409,395174.3506,5308026.264,17.71111111,267,17,16,24,7,3101,888,10,8452
410,473512.2625,5492185.032,0.5,263,32,4,24,5,3101,92,60,5642
411,476401.042,5380358.632,13.62222222,537,28,18,610,7,6203,888,10,8005
412,487327.6547,5315303.533,0.5,469,32,3,579,7,6402,888,40,5137
413,534540.9207,5438983.154,14.26470588,515,2,17,596,7,6301,888,10,8729
414,549045.0128,5318931.271,50.85555556,321,14,16,33,5,4104,888,10,7577
415,549644.0085,5467604.666,31.3625,537,28,15,603,7,6203,888,20,6987
416,564783.5845,5400820.351,3.23,505,2,15,583,7,6402,888,10,8103
417,444276.7722,5410764.515,13.58888889,263,32,12,24,12,3101,888,20,6288
418,451903.7567,5340647.323,5.5875,559,3,17,834,8,6202,888,10,8262
419,473936.0358,5360853.47,59.32,537,28,16,602,7,6203,888,20,7694
420,474794.6901,5352787.636,11.95,521,34,15,594,7,6301,10,10,7208
421,480889.8809,5416888.036,39.25,469,14,3,607,12,6203,888,20,6430
422,478567.1674,5375818.509,34.51176471,544,32,17,602,7,6203,555,10,8191
423,483599.1726,5312355.686,9.766666667,469,32,11,579,12,6402,888,40,6410
424,511979.8365,5363803.283,10.59230769,505,17,2,583,7,6402,888,20,7417
425,516508.1879,5458025.499,19.46842105,469,32,15,603,5,6203,10,20,7163
426,519457.0161,5378423.668,25.47,469,32,15,585,7,6302,160,20,4937
427,531706.8663,5366652.162,11.61111111,303,17,15,579,7,6402,555,20,8491
428,531762.2614,5360327.961,18.42222222,495,5,15,579,7,6402,555,20,7776
429,533781.1195,5344590.979,57.325,568,28,16,579,7,6402,888,10,8216
430,544191.0736,5452066.918,20.0875,524,5,15,598,5,6301,10,20,6702
431,545783.229,5358125.579,13.9,495,32,16,579,7,6402,888,20,8171
432,553283.2456,5333213.895,43.66,324,14,17,237,8,4104,888,10,7303
433,395436.2667,5278999.789,36.65,256,29,13,94,12,3103,110,20,7297
434,470360.8913,5463732.785,0.366666667,263,2,17,65,7,3101,888,20,7682
435,463869.013,5363593.248,41,544,17,17,610,7,6203,888,20,7692
436,477343.8493,5493700.54,23.9375,1065,2,15,836,8,10102,91,10,8682
437,480020.6124,5418219.504,15.775,530,14,3,603,5,6203,888,40,4513
438,479982.6031,5309314.828,14.175,469,32,2,579,7,6402,888,20,4659
439,544656.9208,5453487.279,34.375,524,14,12,598,5,6301,888,10,6802
440,555499.6549,5468490.233,10.9625,469,32,15,607,7,6203,10,20,7377
441,558672.2041,5419828.725,8.083333333,515,2,17,596,7,6301,555,10,7847
442,551793.7892,5394410.912,12.7,469,17,2,585,12,6302,888,40,4826
443,464575.6431,5362931.62,45.76,544,17,15,610,7,6203,555,10,7443
444,483636.1158,5315896.257,13.725,573,32,11,579,7,6402,888,20,7705
445,526508.1939,5470182.675,19.2,537,32,15,604,7,6203,888,20,7845
446,525421.3148,5322624.064,18.58,321,5,3,24,5,4104,888,40,4585
447,536601.9989,5456023.996,47.62,524,14,14,598,5,6301,160,60,6960
448,547882.4538,5318872.337,52.376,321,14,12,113,5,4104,91,20,6466
449,551111.5545,5491513.763,26.62666667,544,32,15,607,7,6203,10,20,7269
450,553063.4511,5297879.807,7.4,290,17,18,98,8,4101,888,10,8492
451,567004.7829,5306385.38,23.51666667,321,2,1,223,3,4101,888,40,4798
452,578303.3959,5444776.686,3.5,530,34,16,598,7,6203,888,20,6376
453,584650.6563,5392359.739,26.68,569,15,1,579,12,6402,888,40,3987
454,457262.5976,5295035.838,49.425,530,28,16,602,5,6203,10,20,7462
