GW-Nummer,x,y,Nitrat,huek_250_he*,buek_200_bodtyp*,clc5_2018*,gk_1000*,humus_1000*,hyraum_tr*,Thuenen_2019*,mundialis*,NDVI
1168,460493.4624,5455214.827,0.366666667,263,36,15,24,8,3101,888,20,7630
1169,525376.664,5412066.927,42.48,521,15,14,597,5,6301,888,40,7045
1170,415513.2282,5287153.654,12.01666667,1065,2,18,834,7,10101,888,10,7986
1171,412539.4096,5374778.781,5.22,267,32,12,24,5,3101,888,20,6566
1172,573163.0493,5357602.495,20.51428571,314,32,16,24,8,4104,888,10,7743
1173,454686.7621,5275232.325,25.55,321,14,12,94,5,6302,888,60,7080
1174,469037.0642,5443171.562,56.38888889,263,2,3,65,5,3101,888,50,5154
1175,489728.82,5424855.896,32.6875,521,5,1,597,5,6301,888,40,5631
1176,413927.9269,5373183.041,0.5,267,14,12,24,7,3101,555,20,7852
1177,489294.4912,5289357.919,13.76,321,14,4,113,12,4104,888,40,2937
1178,413019.2332,5381907.91,3.433333333,267,32,5,24,12,3101,888,40,2893
1179,441132.1059,5420518.631,0.566666667,263,42,16,24,8,3101,888,10,8204
1180,454572.7547,5445655.694,0.455555556,263,32,16,24,8,3101,888,10,7317
1181,577951.5381,5348727.748,15.5,314,42,12,24,8,4104,33,60,7647
1182,403173.2059,5267366.55,10.46666667,530,28,16,85,8,6203,888,10,8802
1183,417805.8896,5275554.21,7.98,321,32,2,602,8,10101,888,50,5476
1184,492097.8042,5417551.748,32.625,530,28,15,603,5,6203,555,20,5730
1185,526674.0064,5419560.861,20.61428571,530,28,16,603,7,6203,555,20,7409
1186,467044.8334,5463723.341,20.5,263,14,1,85,12,3101,888,40,4362
1187,524776.6988,5407416.793,53.14285714,524,32,15,94,5,6301,888,40,6458
1188,457381.6525,5278848.856,25.925,321,14,127,113,5,6302,888,40,5314
1189,467418.6844,5462874.735,0.4125,263,14,2,65,12,3101,888,20,3786
1190,489406.9187,5289527.87,9.24,321,14,3,113,12,4104,888,10,2937
1191,467673.0333,5463364.18,19.61111111,263,14,2,85,12,3101,888,20,4673
1192,583645.8007,5325796.86,39.42,321,14,2,24,8,4104,888,20,5895
1193,534890.6459,5398789.261,21.5,513,2,15,595,7,6301,160,20,7566
1194,450670.3857,5273905.856,20.86,321,14,12,113,5,6302,91,60,6468
1195,422298.5468,5291182.089,3.04,290,2,15,747,8,10101,10,10,8365
1196,460465.4973,5443423.466,0.455555556,263,14,18,65,7,3101,888,10,8119
1197,498734.1728,5395337.645,30.86,521,15,3,598,12,6301,888,40,6388
1198,465225.4925,5482055.541,16.83,263,14,2,24,12,3101,888,20,5211
1199,396990.6281,5307550.385,47.95,267,14,12,85,5,3101,92,50,5399
1200,431298.9783,5281615.842,7.35,1065,2,15,834,8,10101,10,20,7673
1201,395336.2787,5272829.343,15.66,267,17,16,85,5,3101,888,10,5764
1202,509349.9331,5396573.168,11.95,508,14,3,94,7,6302,888,40,3011
1203,421835.6881,5392621.694,3.913333333,267,42,3,24,8,3101,888,50,5732
1204,410542.1981,5269758.511,6.94,321,32,3,85,12,6203,888,40,3217
1205,410600.2099,5269980.501,13.41666667,321,32,3,85,12,6203,888,40,3544
1206,420836.1943,5388213.47,24.8,267,14,12,85,5,3101,999,40,6626
1207,467972.4906,5466733.253,3.2,263,2,17,65,7,3101,888,10,8090
1208,532225.7739,5419411.919,16.36,521,14,15,94,5,6301,888,10,6817
1209,546092.1145,5396422.204,0.45,508,14,15,585,7,6302,888,40,6917
1210,527773.5673,5425830.379,40.75,521,5,2,597,5,6301,888,40,6795
1211,409840.4974,5268850.889,18.86666667,321,32,3,85,12,6203,888,20,4304
1212,464019.0959,5455846.579,0.411111111,263,32,3,33,7,3101,555,20,4990
1213,532296.6588,5415510.487,8.683333333,521,34,15,596,7,6301,555,10,7337
1214,544433.8173,5404088.102,8.51,469,5,3,597,7,6301,888,40,5195
1215,397865.9876,5313214.04,75.25,267,17,16,85,7,3101,888,10,7965
1216,498204.3902,5395661.486,28,521,15,12,598,12,6301,888,10,5502
1217,440828.2284,5417631.753,4.8,263,5,15,24,5,3101,888,40,7249
1218,395756.1259,5310279.402,26.02222222,267,17,17,24,7,3101,888,40,7164
1219,414058.7239,5321170.019,16.56666667,267,5,16,85,5,3101,888,10,8717
1220,447845.3611,5401083.368,10.25,559,2,17,615,8,6202,888,10,8761
1221,404902.4179,5330746.216,72.55,282,15,13,94,12,3103,999,20,6816
1222,461156.1944,5436729.111,9.177777778,263,14,3,85,5,3101,888,10,7506
1223,446967.8339,5274041.734,17.575,321,32,16,113,8,6203,888,20,8014
1224,447908.3357,5420721.561,36,263,14,12,85,5,3101,888,50,4535
1225,411109.9287,5358465.237,51.01666667,267,14,12,85,5,3101,31,60,5735
1226,467937.5124,5475538.72,36.78571429,263,2,18,85,7,3101,888,10,7276
1227,591692.1888,5376663.965,36.6,324,26,2,516,5,4104,888,40,5668
1228,446102.0966,5419104.185,34.44,263,14,14,65,5,3101,555,20,5480
1229,393634.9352,5296166.021,38.3375,267,14,15,85,5,3101,555,20,6561
1230,407100.2396,5347419.137,1.3,267,14,12,85,5,3101,888,60,6076
1231,394849.4333,5295274.328,46.91111111,267,15,21,526,5,3101,888,10,7049
1232,393833.8964,5278222.128,33.03,267,14,12,520,5,3103,33,60,5118
1233,410405.248,5332395.54,1.066666667,267,5,11,24,5,3101,888,40,7028
1234,435330.3575,5393711.297,3.7,267,32,3,94,12,3101,888,20,4038
1235,455819.2238,5427131.942,7.1,263,14,10,24,12,3101,888,40,4124
1236,398738.2241,5304622.551,51.1875,267,32,12,24,5,3101,92,60,5867
1237,426620.6366,5386626.357,35.14,267,32,12,24,5,3101,999,40,8428
1238,538699.1338,5406881.005,8.8,469,5,2,24,7,6301,888,20,5264
1239,455592.3163,5425852.502,21.15,263,14,2,24,13,3101,888,20,5528
1240,456335.0023,5423823.307,27.03333333,263,14,2,85,12,3101,888,20,5532
1241,530062.5653,5413723.227,23.3,521,34,15,597,5,6301,10,20,7355
1242,594082.1085,5377644.809,36.66666667,324,26,12,516,5,4104,41,60,6174
1243,512685.5351,5407719.645,0.42,521,22,3,597,13,6301,888,20,6290
1244,512648.6184,5407879.635,3.84,521,22,3,597,13,6301,888,20,6290
1245,572295.5533,5357695.658,9.19,314,32,16,24,8,4104,888,10,8665
1246,407094.5811,5268341.125,15.45,321,14,15,24,8,6203,10,20,7191
1247,402840.2111,5312540.394,58.47777778,267,32,12,94,12,3101,888,10,6017
1248,543357.2735,5405486.586,23.775,521,34,3,597,7,6301,888,40,5410
1249,584142.8011,5372370.73,33.6,324,32,12,579,7,4104,555,20,5341
1250,584238.7637,5372396.73,37.54444444,324,32,12,579,7,4104,34,20,6360
1251,423335.0949,5381126.278,26.2,267,5,16,24,5,3101,888,10,8458
1252,407624.9268,5279135.506,8.4,498,2,17,659,7,10101,888,10,8875
1253,438405.0636,5385644.423,3.32,1068,2,17,762,8,10101,888,10,7738
1254,522940.6134,5448359.426,18.1875,521,5,15,596,5,6301,10,20,7196
1255,431710.8321,5387518.79,16.8,267,17,2,94,5,3101,888,40,6222
1256,401793.5985,5337327.645,61.8125,267,14,12,85,5,3101,31,20,6292
1257,404172.6941,5333065.407,45.38571429,267,14,12,94,5,3106,888,50,5154
1258,407876.2479,5355619.366,18.8375,267,14,2,24,5,3101,888,40,6095
1259,474870.0532,5466116.647,48.1,263,14,2,24,8,3101,888,40,4071
1260,520432.6093,5445865.361,5.8625,469,17,15,597,5,6301,888,20,6759
1261,404186.7669,5267265.573,19.4875,321,14,12,85,8,6203,34,60,7152
1262,456164.9974,5425469.64,21.4,263,14,11,85,13,3101,888,40,6827
1263,538149.3684,5405871.394,7.5,521,34,2,24,7,6301,888,40,3279
1264,541992.7667,5406176.302,10.7,469,5,3,24,7,6301,888,40,4064
1265,448898.8133,5275445.602,20.275,321,14,3,113,8,6203,888,20,3879
1266,445739.2936,5274480.625,21.04,321,32,12,602,8,6203,33,60,5486
1267,405991.0138,5267809.417,37.4,321,14,12,24,8,6203,999,60,7192
1268,424774.5406,5365470.463,4.3125,469,14,14,834,8,10101,555,20,6749
1269,437254.5707,5388784.249,11.1875,1068,2,17,762,8,10101,888,10,7523
1270,462973.5014,5447467.895,20.66666667,263,2,3,65,7,3101,888,50,5578
1271,456242.0593,5429656.967,7.94,263,14,10,85,13,3101,888,20,8247
1272,405703.1944,5267987.25,23.15714286,321,14,15,85,8,6203,999,60,7367
1273,405318.7246,5267730.234,21.9875,321,14,12,85,8,6203,10,20,6731
1274,571935.7402,5360794.377,4.15,324,22,3,24,12,4104,888,40,3651
1275,520376.5195,5418931.176,35.45,524,14,15,94,5,6301,555,20,7401
1276,438843.0044,5273514.114,0.3,321,32,12,113,7,6203,999,60,6664
1277,439578.6496,5406356.225,0.525,263,14,16,85,7,3101,888,10,6460
1278,523830.2476,5445595.498,53.41428571,521,17,12,596,5,6301,555,20,6502
1279,521374.2056,5445487.503,17.9375,469,5,15,597,5,6301,10,20,7095
1280,413477.0414,5354983.649,0.6125,267,32,3,24,12,3101,888,40,4216
1281,414483.4044,5365965.729,22.325,267,5,16,85,5,3101,888,10,8345
1282,522125.9365,5446380.158,47.9125,521,14,12,597,5,6301,555,20,6672
1283,528350.2883,5406506.115,0.88,521,32,3,24,5,6301,888,40,5470
1284,400618.2182,5276103.097,11.1,267,32,16,602,12,6202,888,10,6599
1285,443196.2729,5411534.269,0.5,263,14,3,24,12,3101,888,50,4738
1286,443172.2706,5407970.663,19.84444444,263,14,12,24,5,3101,999,20,6325
1287,425319.3048,5370038.65,39.64,1065,2,13,834,8,10101,555,20,6919
1288,464206.0276,5479180.27,5.855555556,263,5,2,24,5,3101,888,40,4438
1289,414168.7174,5326337.98,16.175,267,5,16,85,5,3101,888,10,8372
1290,535120.5527,5405476.476,9.4,469,5,2,24,7,6301,888,40,4671
1291,527063.7986,5409055.068,44.26,521,34,12,597,12,6301,10,20,6892
1292,588801.9737,5382983.434,25.94444444,495,28,2,579,5,6402,888,30,6106
1293,595766.1821,5378477.236,28.71111111,324,5,3,24,5,4104,888,20,5358
1294,513663.1091,5395345.582,32.01428571,508,2,15,585,5,6301,160,20,6683
1295,401254.8073,5332402.592,45.8875,282,17,13,791,12,3106,160,20,7266
1296,402786.2003,5326175.036,28.82,282,17,13,796,12,3106,999,20,7589
1297,409566.5954,5312116.668,9.4125,256,14,2,583,7,3103,888,10,8031
1298,402623.3248,5300638.23,50.61428571,256,14,15,519,12,3103,555,20,7182
1299,405892.0679,5293012.36,5.84,1065,2,18,834,8,10101,888,10,7795
1300,406645.7952,5276459.933,19.89,544,28,16,602,5,6203,888,20,8492
1301,404032.847,5269910.491,4.677777778,537,28,16,602,7,6203,888,10,8753
1302,420489.2568,5358181.345,8.95625,559,2,16,608,8,3103,888,20,8667
1303,420753.0957,5347825.472,4.15,1068,2,17,807,7,3103,888,10,8927
1304,414271.7194,5333190.217,4.7,557,14,16,607,7,3103,888,10,8893
1305,420232.2863,5299117.944,3.84,290,2,15,752,8,10101,888,20,8209
1306,432640.3383,5365227.588,4.661538462,503,3,17,807,8,10101,888,10,8282
1307,425766.8145,5332026.248,10.16666667,1068,2,17,752,8,10101,888,10,8640
1308,425661.1498,5324185.837,4.366666667,1068,2,17,752,8,10101,888,10,8751
1309,432417.5333,5305208.399,2.985714286,1068,2,17,752,8,10101,888,20,8286
